year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,365.000,337.250,365.000,353.557,365.000,365.000,310.574,365.000,349.548,365.000
2007,363.783,317.846,365.000,350.752,365.000,362.027,292.101,365.000,350.323,365.000
2008,363.391,312.601,366.000,335.233,366.000,365.284,215.048,366.000,289.798,366.000
2009,365.000,340.487,365.000,347.385,365.000,364.005,300.238,365.000,338.451,365.000
2010,364.843,343.488,365.000,355.774,365.000,364.137,320.630,365.000,334.901,365.000
2011,364.046,343.781,365.000,345.560,365.000,364.115,346.581,365.000,360.252,365.000
2012,364.720,309.096,366.000,349.443,366.000,365.794,324.171,366.000,346.032,366.000
2013,365.000,269.000,365.000,314.917,365.000,365.000,350.245,365.000,358.334,365.000
2014,364.575,288.963,365.000,335.340,365.000,362.218,312.418,365.000,353.695,365.000
2015,363.385,301.178,365.000,345.924,365.000,363.665,270.479,365.000,349.279,365.000
2016,364.048,289.661,366.000,351.915,366.000,366.000,338.279,366.000,351.863,366.000
2017,364.377,289.144,365.000,346.903,365.000,364.368,316.370,365.000,321.922,365.000
2018,363.569,266.942,365.000,345.346,365.000,360.871,343.938,365.000,358.081,365.000
2019,365.000,303.265,365.000,356.428,365.000,363.894,304.414,365.000,339.667,365.000
2020,365.413,276.013,366.000,345.918,366.000,365.684,330.421,366.000,360.384,366.000
2021,365.000,302.125,365.000,356.092,365.000,365.000,331.857,365.000,354.031,365.000
2022,361.126,287.423,365.000,314.707,365.000,363.717,330.483,365.000,344.567,365.000
2023,364.352,328.433,365.000,349.964,365.000,363.120,279.644,365.000,330.210,365.000
2024,363.038,296.325,366.000,319.408,366.000,365.020,299.574,366.000,356.073,366.000
2025,365.000,359.681,365.000,363.194,365.000,364.479,330.388,365.000,354.991,365.000
2026,363.783,267.305,365.000,338.222,365.000,365.000,325.637,365.000,343.485,365.000
2027,363.752,323.261,365.000,352.323,365.000,362.355,347.073,365.000,353.672,365.000
2028,366.000,343.606,366.000,357.986,366.000,364.610,278.461,366.000,334.565,366.000
2029,363.548,278.283,365.000,334.620,365.000,363.238,288.391,365.000,330.262,365.000
2030,364.663,346.520,365.000,357.585,365.000,362.798,277.068,365.000,320.976,365.000
