year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2028,2.760,0.438,9.021,0.551,6.676,2.935,0.160,16.066,0.582,8.192
2029,3.036,0.391,9.685,1.578,6.973,2.090,0.029,7.915,0.285,6.846
2030,1.435,0.000,9.449,0.145,7.309,1.847,0.108,14.232,0.334,4.071
2031,1.876,0.099,8.934,0.314,4.909,1.514,0.029,14.454,0.056,5.537
2032,2.688,0.000,9.818,0.281,7.940,1.248,0.041,14.643,0.198,3.940
2033,2.149,0.230,9.329,0.414,6.307,2.127,0.027,10.020,0.469,4.799
2034,2.405,0.027,6.480,0.293,4.413,3.194,0.121,8.265,0.839,5.414
2035,2.077,0.101,11.211,0.406,8.027,1.370,0.000,6.815,0.261,4.841
2036,1.708,0.000,8.438,0.092,4.581,1.194,0.084,10.080,0.132,7.379
2037,2.191,0.017,10.344,0.388,7.109,1.846,0.093,9.060,0.207,6.507
2038,0.937,0.104,21.750,0.165,4.897,2.294,0.147,4.806,0.353,4.264
2039,2.279,0.112,13.587,0.259,6.798,1.018,0.000,9.491,0.064,6.138
2040,2.294,0.000,4.840,0.116,4.052,1.860,0.228,7.230,0.473,5.973
2041,1.229,0.013,7.938,0.158,2.792,1.181,0.027,8.123,0.145,5.785
2042,2.908,0.059,15.105,0.302,7.680,1.249,0.094,5.237,0.227,4.193
2043,1.855,0.043,10.823,0.305,4.787,0.783,0.000,5.312,0.027,3.178
2044,2.519,0.054,9.358,0.402,5.379,1.758,0.013,12.414,0.221,4.949
2045,1.407,0.000,9.204,0.250,4.535,1.056,0.000,8.114,0.013,5.897
2046,1.421,0.000,7.590,0.014,4.909,2.240,0.013,7.076,0.448,5.133
2047,2.613,0.013,8.908,0.099,6.289,1.698,0.286,4.683,0.735,3.333
2048,1.414,0.137,5.801,0.289,4.916,1.455,0.016,7.514,0.072,4.227
2049,1.312,0.016,12.862,0.171,5.441,1.000,0.000,11.578,0.145,4.982
2050,1.543,0.000,8.728,0.130,7.786,0.349,0.000,6.995,0.016,4.953
2051,2.511,0.414,9.227,0.798,6.475,0.940,0.028,8.770,0.054,4.400
2052,0.827,0.013,12.662,0.041,4.261,1.338,0.000,6.605,0.029,3.880
2053,1.515,0.013,8.686,0.176,5.318,1.156,0.043,5.335,0.133,4.141
2054,2.672,0.000,8.634,0.041,5.092,0.620,0.000,4.913,0.046,4.266
2055,2.395,0.000,6.219,0.016,5.046,1.414,0.013,5.212,0.027,3.704
2056,1.771,0.127,4.135,0.473,3.006,1.167,0.000,8.821,0.043,2.647
2057,1.738,0.138,9.108,0.275,3.510,1.114,0.000,3.518,0.017,3.294
2058,1.068,0.027,11.597,0.090,4.953,1.444,0.013,4.633,0.071,3.322
2059,1.762,0.013,10.571,0.026,7.245,0.701,0.000,5.239,0.029,2.724
2060,1.655,0.000,11.254,0.093,5.651,0.594,0.013,5.530,0.084,3.244
2061,0.717,0.000,9.379,0.026,4.453,0.905,0.000,7.153,0.030,3.879
2062,0.782,0.032,4.200,0.209,3.643,0.878,0.013,3.219,0.085,2.243
2063,2.004,0.000,9.534,0.013,5.000,0.266,0.000,5.620,0.027,4.240
2064,0.613,0.000,4.587,0.016,3.404,0.455,0.016,4.342,0.126,1.780
2065,1.337,0.107,4.552,0.132,3.747,0.525,0.000,2.746,0.029,2.244
2066,1.673,0.013,8.039,0.073,3.946,0.289,0.013,5.455,0.043,3.262
2067,0.886,0.000,8.403,0.080,4.307,1.284,0.000,6.982,0.030,4.806
2068,1.507,0.013,9.390,0.075,3.975,1.206,0.000,4.565,0.016,2.843
2069,0.807,0.013,4.496,0.067,2.119,0.666,0.013,4.892,0.017,2.037
2070,1.311,0.095,6.168,0.278,4.132,0.175,0.000,5.324,0.000,1.031
2071,0.613,0.029,4.066,0.059,2.225,0.594,0.000,4.688,0.013,2.857
2072,1.058,0.091,12.478,0.530,5.902,0.694,0.000,3.904,0.027,2.845
2073,0.926,0.027,9.843,0.029,4.967,0.493,0.013,3.180,0.094,2.536
2074,1.596,0.075,8.169,0.138,4.027,0.236,0.000,2.995,0.016,1.962
2075,1.200,0.000,6.430,0.130,3.960,0.630,0.000,3.570,0.013,1.773
2076,1.701,0.045,8.738,0.402,7.073,0.214,0.000,3.468,0.000,3.142
2077,0.435,0.000,6.859,0.085,3.480,0.410,0.000,5.805,0.000,1.891
2078,1.594,0.000,4.773,0.085,2.958,0.199,0.000,3.383,0.000,2.944
2079,1.096,0.000,7.040,0.075,4.133,0.118,0.000,4.145,0.000,2.940
2080,0.763,0.000,7.242,0.040,4.496,0.374,0.000,2.104,0.000,1.029
2081,1.234,0.000,7.673,0.039,4.698,0.096,0.000,1.513,0.000,1.359
2082,0.658,0.000,8.731,0.053,2.621,0.091,0.000,4.160,0.000,1.483
2083,0.724,0.000,7.938,0.042,3.103,0.114,0.000,1.713,0.000,1.257
2084,1.184,0.000,10.953,0.096,3.316,0.285,0.000,2.534,0.013,1.694
2085,1.419,0.013,8.596,0.106,5.212,0.118,0.000,3.270,0.000,1.204
2086,1.026,0.000,6.609,0.043,4.392,0.043,0.000,1.487,0.000,1.185
2087,0.724,0.013,7.003,0.079,3.014,0.121,0.000,2.036,0.013,1.279
2088,1.233,0.000,6.159,0.078,3.905,0.287,0.000,4.639,0.013,0.971
2089,1.683,0.000,6.830,0.095,4.879,0.072,0.000,0.696,0.000,0.552
2090,1.204,0.013,5.469,0.127,3.209,0.059,0.000,3.217,0.000,1.279
2091,1.111,0.000,7.798,0.000,3.298,0.249,0.000,1.995,0.000,0.821
2092,0.470,0.093,9.543,0.147,6.097,0.043,0.000,2.164,0.000,1.244
2093,0.811,0.027,5.089,0.039,2.576,0.013,0.000,2.323,0.000,1.037
2094,1.111,0.000,11.536,0.125,5.822,0.044,0.000,2.226,0.000,1.435
2095,1.102,0.000,7.908,0.068,5.484,0.120,0.000,7.361,0.000,1.242
2096,0.916,0.000,6.694,0.044,4.978,0.090,0.000,2.213,0.000,0.642
2097,1.059,0.000,5.000,0.103,4.109,0.098,0.000,2.698,0.000,0.381
2098,1.166,0.000,16.068,0.042,5.393,0.108,0.000,4.595,0.000,1.413
2099,0.388,0.000,2.674,0.028,1.999,0.043,0.000,2.234,0.000,0.733
