year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.000,0.000,0.016,0.000,0.002,0.000,0.000,0.410,0.000,0.016
2007,0.000,0.000,0.252,0.000,0.020,0.000,0.000,0.016,0.000,0.013
2008,0.000,0.000,0.098,0.000,0.041,0.000,0.000,1.031,0.000,0.114
2009,0.000,0.000,0.055,0.000,0.013,0.000,0.000,0.267,0.000,0.047
2010,0.000,0.000,0.055,0.000,0.016,0.000,0.000,0.163,0.000,0.016
2011,0.000,0.000,0.108,0.000,0.072,0.000,0.000,0.069,0.000,0.016
2012,0.000,0.000,0.055,0.000,0.040,0.000,0.000,0.069,0.000,0.055
2013,0.000,0.000,0.640,0.000,0.025,0.000,0.000,0.114,0.000,0.000
2014,0.000,0.000,0.388,0.000,0.056,0.000,0.000,0.156,0.000,0.017
2015,0.000,0.000,0.502,0.000,0.065,0.000,0.000,0.749,0.000,0.016
2016,0.000,0.000,0.467,0.000,0.042,0.000,0.000,0.055,0.000,0.000
2017,0.000,0.000,0.313,0.000,0.018,0.000,0.000,0.084,0.000,0.016
2018,0.000,0.000,1.000,0.000,0.069,0.000,0.000,0.016,0.000,0.000
2019,0.000,0.000,0.100,0.000,0.017,0.000,0.000,0.071,0.000,0.039
2020,0.000,0.000,0.758,0.000,0.046,0.000,0.000,0.039,0.000,0.000
2021,0.000,0.000,0.191,0.000,0.016,0.000,0.000,0.099,0.000,0.000
2022,0.000,0.000,0.110,0.000,0.060,0.000,0.000,0.085,0.000,0.016
2023,0.000,0.000,0.055,0.000,0.020,0.000,0.000,0.542,0.000,0.055
2024,0.000,0.000,0.246,0.000,0.059,0.000,0.000,0.075,0.000,0.016
2025,0.000,0.000,0.016,0.000,0.001,0.000,0.000,0.071,0.000,0.016
2026,0.000,0.000,0.525,0.000,0.058,0.000,0.000,0.055,0.000,0.013
2027,0.000,0.000,0.163,0.000,0.024,0.000,0.000,0.108,0.000,0.039
2028,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.110,0.000,0.071
2029,0.000,0.000,0.084,0.000,0.041,0.000,0.000,0.098,0.000,0.055
2030,0.000,0.000,0.016,0.000,0.014,0.000,0.000,0.519,0.000,0.039
2031,0.000,0.000,0.416,0.000,0.001,0.000,0.000,0.744,0.000,0.100
2032,0.000,0.000,0.377,0.000,0.080,0.000,0.000,0.313,0.000,0.139
2033,0.000,0.000,0.069,0.000,0.002,0.000,0.000,0.603,0.000,0.168
2034,0.000,0.000,0.711,0.000,0.252,0.000,0.000,0.498,0.000,0.287
2035,0.000,0.000,0.546,0.000,0.020,0.000,0.000,0.818,0.000,0.114
2036,0.000,0.000,0.444,0.000,0.081,0.000,0.000,0.016,0.000,0.000
2037,0.000,0.000,0.360,0.000,0.086,0.000,0.000,0.326,0.000,0.029
2038,0.000,0.000,0.582,0.000,0.006,0.000,0.000,0.153,0.000,0.092
2039,0.000,0.000,0.535,0.000,0.083,0.000,0.000,0.907,0.000,0.160
2040,0.000,0.000,0.239,0.000,0.027,0.000,0.000,0.256,0.000,0.143
2041,0.000,0.000,0.135,0.000,0.034,0.000,0.000,0.405,0.000,0.055
2042,0.000,0.000,0.869,0.000,0.032,0.000,0.000,0.161,0.000,0.039
2043,0.000,0.000,0.921,0.000,0.017,0.000,0.000,0.126,0.000,0.069
2044,0.000,0.000,0.176,0.000,0.092,0.000,0.000,0.039,0.000,0.016
2045,0.000,0.000,0.427,0.000,0.079,0.000,0.000,0.220,0.000,0.055
2046,0.000,0.000,0.055,0.000,0.016,0.000,0.000,0.969,0.000,0.293
2047,0.000,0.000,0.541,0.000,0.020,0.000,0.000,0.029,0.000,0.016
2048,0.000,0.000,0.261,0.000,0.179,0.000,0.000,0.071,0.000,0.055
2049,0.000,0.000,0.455,0.000,0.017,0.000,0.000,0.793,0.000,0.312
2050,0.000,0.000,0.523,0.000,0.020,0.000,0.000,0.084,0.000,0.016
2051,0.000,0.000,0.055,0.000,0.031,0.000,0.000,0.100,0.000,0.039
2052,0.000,0.000,0.715,0.000,0.021,0.000,0.000,0.313,0.000,0.055
2053,0.000,0.000,0.644,0.000,0.360,0.000,0.000,0.147,0.000,0.092
2054,0.000,0.000,0.147,0.000,0.100,0.000,0.000,0.161,0.000,0.069
2055,0.000,0.000,0.510,0.000,0.006,0.000,0.000,0.108,0.000,0.039
2056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.232,0.000,0.069
2057,0.000,0.000,0.542,0.000,0.226,0.000,0.000,0.129,0.000,0.039
2058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.197,0.000,0.000
2059,0.000,0.000,0.607,0.000,0.039,0.000,0.000,0.511,0.000,0.069
2060,0.000,0.000,0.461,0.000,0.089,0.000,0.000,0.682,0.000,0.096
2061,0.000,0.000,0.331,0.000,0.029,0.000,0.000,0.160,0.000,0.092
2062,0.000,0.000,0.237,0.000,0.073,0.000,0.000,0.586,0.000,0.124
2063,0.000,0.000,0.505,0.000,0.169,0.000,0.000,0.252,0.000,0.016
2064,0.000,0.000,0.081,0.000,0.016,0.000,0.000,0.110,0.000,0.069
2065,0.000,0.000,0.313,0.000,0.017,0.000,0.000,0.053,0.000,0.000
2066,0.000,0.000,0.099,0.000,0.055,0.000,0.000,0.368,0.000,0.071
2067,0.000,0.000,0.053,0.000,0.001,0.000,0.000,0.071,0.000,0.039
2068,0.000,0.000,0.055,0.000,0.000,0.000,0.000,0.131,0.000,0.016
2069,0.000,0.000,0.134,0.000,0.001,0.000,0.000,0.436,0.000,0.069
2070,0.000,0.000,0.333,0.000,0.067,0.000,0.000,0.145,0.000,0.055
2071,0.000,0.000,0.071,0.000,0.020,0.000,0.000,0.178,0.000,0.055
2072,0.000,0.000,0.499,0.000,0.053,0.000,0.000,0.774,0.000,0.016
2073,0.000,0.000,0.114,0.000,0.021,0.000,0.000,0.738,0.000,0.039
2074,0.000,0.000,0.069,0.000,0.020,0.000,0.000,0.192,0.000,0.094
2075,0.000,0.000,0.093,0.000,0.055,0.000,0.000,0.055,0.000,0.039
2076,0.000,0.000,0.069,0.000,0.016,0.000,0.000,0.255,0.000,0.055
2077,0.000,0.000,0.055,0.000,0.020,0.000,0.000,0.147,0.000,0.084
2078,0.000,0.000,0.084,0.000,0.046,0.000,0.000,0.277,0.000,0.055
2079,0.000,0.000,0.255,0.000,0.114,0.000,0.000,0.935,0.000,0.016
2080,0.000,0.000,0.169,0.000,0.091,0.000,0.000,0.143,0.000,0.016
2081,0.000,0.000,0.881,0.000,0.075,0.000,0.000,0.682,0.000,0.201
2082,0.000,0.000,0.269,0.000,0.078,0.000,0.000,0.131,0.000,0.084
2083,0.000,0.000,0.514,0.000,0.070,0.000,0.000,0.849,0.000,0.231
2084,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.053,0.000,0.016
2085,0.000,0.000,0.221,0.000,0.069,0.000,0.000,0.129,0.000,0.084
2086,0.000,0.000,0.082,0.000,0.069,0.000,0.000,0.254,0.000,0.110
2087,0.000,0.000,0.016,0.000,0.016,0.000,0.000,0.356,0.000,0.215
2088,0.000,0.000,0.201,0.000,0.062,0.016,0.000,0.624,0.000,0.100
2089,0.000,0.000,0.135,0.000,0.069,0.000,0.000,0.687,0.000,0.107
2090,0.000,0.000,0.684,0.000,0.245,0.000,0.000,0.824,0.000,0.055
2091,0.000,0.000,0.687,0.000,0.020,0.000,0.000,0.147,0.000,0.055
2092,0.000,0.000,0.548,0.000,0.216,0.000,0.000,0.230,0.000,0.084
2093,0.000,0.000,0.055,0.000,0.015,0.000,0.000,0.575,0.000,0.055
2094,0.000,0.000,0.698,0.000,0.052,0.013,0.000,0.757,0.000,0.147
2095,0.000,0.000,0.131,0.000,0.057,0.000,0.000,0.087,0.000,0.055
