year,BCCA_0-125deg_pr_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_pr_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_pr_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_pr_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-CM3_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp45_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2G_rcp85_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp45_r1i1p1,BCCA_0-125deg_pr_day_GFDL-ESM2M_rcp85_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_pr_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_pr_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_pr_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_pr_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_pr_day_inmcm4_rcp85_r1i1p1
2045,3.2474647,3.192026,4.1804643,4.2976594,4.049014,4.2517357,3.9392085,4.6595526,3.342716,3.8022661,2.7188015,3.5341597,3.7050216,3.9028049,3.7997353,2.461668,4.1580043,3.8054285,4.103828,4.292056,4.93368,2.5620036,3.2050176,3.917058,3.4135635,3.3115857,3.466866,3.273959,3.4414663,3.5250995,3.0507941,3.382395,3.6850288,3.2835417,3.9896524,2.8397553,3.0327816,4.2452893,3.9691594,3.1494844,2.8509066
2046,3.546505,3.7756538,2.998327,3.4672277,3.267812,3.57076,4.550048,4.006445,3.9504468,4.7865653,3.2734933,4.330176,3.7123601,2.7585294,3.7846184,2.9292789,3.0213397,3.261502,4.458635,3.1406372,3.3711283,2.9990056,3.1317053,2.9194245,3.6994538,3.2928355,4.100966,3.722984,4.647952,3.5345392,4.158734,3.7227294,3.703606,3.5530388,3.9518504,3.7039578,4.4253726,3.051126,2.867273,2.921312,3.3546572
2047,2.9307146,4.4246116,4.4283648,4.601538,3.9905145,4.525712,3.8996708,2.9865482,3.2293003,2.948769,2.9727416,3.9746497,3.049143,4.1681175,4.409775,3.809262,4.7608366,2.8447685,3.9369044,3.9364398,2.6374576,2.9744692,4.043996,3.0399487,4.0027866,3.5406835,3.9331543,3.3928478,3.6241896,3.9496925,4.6091585,3.840326,4.2118764,3.7914484,4.2123017,3.2340968,4.46858,3.2756495,2.9841785,2.381603,3.0945451
2048,3.313331,3.4832494,3.4672914,4.344306,3.4085464,3.9543936,3.1846795,3.6074772,3.292074,4.1809893,4.5586944,3.744649,3.5809987,4.187205,4.444827,4.5687566,4.128078,4.3420324,3.8148954,3.4306645,3.8122678,3.628692,2.8721318,3.8372157,4.3014665,4.77663,3.065572,3.6515703,3.452904,4.1331444,4.3749127,3.5897171,2.8749034,3.8315978,3.9293373,4.3870234,3.5599718,3.4976137,3.7808375,2.8768208,4.955698
2049,3.238144,3.582809,3.2924762,4.041099,4.254804,3.7886972,4.1331487,5.0140777,4.196187,3.3000672,5.255134,3.9011898,3.7610185,3.9873655,3.7717295,2.9716477,3.9036908,3.7424872,3.7134964,3.7715993,4.124908,3.738104,2.7638113,3.0004842,3.398917,4.2527733,3.6204622,3.1219962,3.2055097,4.416184,3.4167953,3.9141893,3.0780632,3.376457,4.371368,3.9809976,4.3747373,3.0041587,4.1803703,2.133202,3.9306862
2050,2.5716271,3.6254256,3.2991254,3.2825897,3.0353942,4.191291,3.4534307,3.2880673,4.5382586,3.878909,4.6331267,3.6983762,3.3345325,4.5077014,4.380029,4.363868,3.7470884,2.7742937,4.430382,3.8121526,3.7204325,4.8073277,3.6556294,3.9596922,3.5235245,3.7543,3.2542095,2.3758428,2.9934974,3.4415483,4.0602546,4.0083423,3.8515894,3.574883,3.2225747,4.214355,4.1953716,3.3660166,3.7055485,3.1606789,3.0518246
2051,3.9980733,2.8468888,4.1543736,4.2418594,3.5687485,3.5407572,3.1656346,3.5768952,4.355944,3.211484,4.3539352,3.4729705,3.6168303,3.1636572,3.9609425,4.003776,3.7190619,4.3165703,4.071808,4.4560013,2.9460733,3.3658068,4.2804685,4.5734305,3.1291256,4.3176265,3.9155738,2.5806177,3.4239533,4.2645016,4.691747,4.8208203,4.0167146,3.6886525,3.41707,5.044945,4.2359066,3.0130763,3.882855,4.0655828,3.5099823
2052,3.8115115,3.1104863,3.8872375,5.127199,4.1765275,4.2695746,2.8017244,4.1706038,2.943074,3.2171257,4.8198495,3.653102,4.1140428,4.058022,4.1893053,4.0137057,3.7346797,4.867219,3.5905,4.4687433,3.5830324,4.2412925,3.5861225,3.7813427,3.460746,3.7627854,4.600042,3.4581416,3.3764975,3.0962265,4.009368,3.8097029,3.938815,3.6047714,2.9091418,2.7843053,3.7430644,2.4713771,2.9677362,4.595182,3.0627844
2053,3.3712277,4.1079354,3.1139133,3.173945,4.7434587,3.1560922,3.8545172,4.1894455,3.9538908,3.3783062,3.3968349,4.593052,4.251474,3.932101,5.1146784,3.9924803,3.8909488,4.0416427,4.420631,3.4826715,4.6412835,2.7798097,3.9755192,3.5009398,3.6238642,3.3417666,3.2390072,4.683892,3.5837033,3.9810789,3.4851916,3.5728738,4.392559,3.5926294,4.0296483,3.636309,4.4399104,3.0689702,3.4370956,3.6023395,3.1128225
2054,3.3319347,3.3639421,3.6971729,2.7084038,4.623365,4.189921,3.6551816,2.8152647,3.8304558,4.0938187,4.7648625,3.8162441,3.108528,3.6086113,3.7219625,3.740284,4.4361053,3.2630475,4.172922,3.224724,4.04535,3.4644668,3.4005754,3.2769876,4.2401767,3.8818452,3.8091795,4.805762,3.4089353,4.860345,3.8343935,3.802085,4.796816,3.688427,3.6713839,3.641827,4.2433996,4.309037,3.2673295,4.223166,3.0868275
2055,3.8100615,3.5489643,4.6592064,2.9746082,4.1507187,4.5605493,4.1339536,3.7763846,4.279393,3.7502754,4.808209,4.051643,2.684261,4.485657,4.6351624,4.270161,2.8403893,3.891747,2.9460118,3.559508,3.4898417,2.9890757,4.1164827,3.3569462,3.2415469,3.833866,3.273848,4.0235167,4.578148,3.518611,4.624905,3.1813066,3.373247,4.081128,4.095855,3.846723,4.364223,3.7819946,3.1434557,2.6823382,3.4941957
2056,3.4518256,4.2749014,2.7888927,4.2264442,4.2876983,4.152828,3.635148,3.6561687,3.8248224,2.9988592,3.9807343,4.321669,5.150054,3.0694733,3.869174,3.6091046,3.692328,4.459665,3.5422263,3.1611798,4.0921693,3.1756556,4.7507567,3.938753,3.617193,2.9055164,3.7822142,3.2077296,3.4360726,2.6468577,3.1200266,3.5568593,3.7542183,3.0938632,4.2385197,4.4592457,3.5719984,3.0899434,3.7174902,3.0470846,3.1787057
2057,3.5362678,3.8705904,4.149179,3.7800255,3.4219506,3.3194923,4.652319,4.8365026,2.8835306,4.494717,3.8250904,3.8558044,4.382402,4.209004,3.8119366,3.9602656,3.5593917,5.321555,4.056159,3.0949984,4.0652742,4.3245,3.8319783,3.6550355,3.5844724,4.122401,2.4685743,3.6048603,3.66412,4.4475174,3.6582937,3.53786,3.466608,3.2159832,4.392375,3.0583954,3.1543317,2.6056418,3.1163182,3.6864705,3.140058
2058,3.5933838,3.5978646,3.373678,4.3159504,3.8346305,3.5265641,4.791758,4.0949097,2.6459064,3.7981274,3.8826082,3.254192,2.897747,4.131676,4.5041533,3.3898163,2.7708342,2.2282166,3.6103656,3.202296,3.3301787,3.4733236,4.472613,2.5834374,3.8144965,3.1060028,3.179748,3.7528336,4.5612664,4.546974,2.7085032,3.5289106,2.588914,3.4667091,3.474019,3.71879,4.770533,2.935576,3.5504735,3.2027342,3.2580216
2059,4.141104,3.325332,4.9990115,2.9930153,3.5608873,4.001861,3.1338758,3.3372808,3.7447677,4.696606,3.8934348,4.0463443,3.270212,4.133979,4.188917,2.0584629,2.9876034,3.9081144,3.4448256,2.8784223,3.3716917,3.5320437,3.8433504,3.7078314,3.6196492,3.2786546,3.2315013,4.0653315,3.2824056,4.0846753,4.5079627,4.4367642,5.125959,3.5267258,3.685055,3.2803679,3.962167,2.9966276,3.5357351,3.4922874,3.4317698
2060,3.3169754,2.79216,4.1178517,3.5171695,4.2677026,3.9078481,4.061995,3.650325,3.7814972,4.6159725,3.9273813,3.6625934,4.809472,3.7648616,3.8272312,4.0095396,4.539835,4.389852,3.1405911,3.7936,2.887145,3.4921675,3.3614898,4.6229286,4.42368,4.1411314,4.3651567,4.372346,4.6905317,4.1319313,3.3347013,4.037083,4.6892505,4.389603,4.145455,4.3990498,4.463746,3.2739627,3.7764049,3.9920866,3.1883357
2061,2.9523408,4.037087,4.2875137,3.7843254,3.9587288,4.293369,5.1109037,2.8241835,3.6813498,3.1213472,4.3650894,3.9605231,6.343227,3.480546,4.3959694,4.2047043,3.7960193,3.5357428,3.7984843,3.3708398,3.2732308,5.752158,2.5115402,3.1637795,3.5969503,3.3372626,3.5401816,3.5796742,3.2687056,3.319138,2.9556234,4.467523,2.71258,3.4306273,4.419272,3.9388344,4.0152764,3.969843,4.6451755,4.281184,3.2261512
2062,3.2282195,3.341061,4.1063247,4.945501,3.8203137,3.8618631,3.3996193,3.4529018,3.1877892,2.9980593,4.2469506,4.135334,3.7016516,4.400465,5.2610927,4.591453,3.605005,4.0364857,3.0951385,4.651746,3.6473153,3.162252,3.0987206,3.3574553,3.528546,3.3259706,3.4538622,3.7967427,4.135984,3.610057,2.6923926,4.7060595,4.788777,3.468631,3.9150412,4.242297,3.3687375,3.7947443,4.357728,3.2363586,2.9743733
2063,4.15518,3.31624,3.9445388,4.24815,4.5878344,4.053855,4.4088597,3.0293918,3.355534,3.5867753,4.1673975,3.7780647,3.4108062,4.7329783,3.9552004,3.528371,3.7186327,2.5332332,4.985524,4.492774,4.143429,3.4509919,3.8714669,4.335041,3.174023,3.8469088,3.6411998,3.6482568,4.336605,4.1367693,4.5109053,4.9924135,3.8072438,3.5579836,3.7836752,4.3556476,3.295949,4.583494,4.017776,3.6300628,3.4425893
2064,2.880396,2.885578,4.2902465,4.5552874,5.0113726,4.3725066,5.1489754,3.6330712,3.4510548,3.7077484,4.320616,4.0663257,3.3339827,3.084178,3.8058467,4.3787036,2.9757533,4.019668,4.280387,3.146624,3.3770018,3.230494,2.970482,4.2150416,3.2545025,3.2413561,4.1513863,3.92445,4.3321056,3.2055209,2.7592838,2.5111022,3.9915445,3.2363567,3.3451428,3.822324,4.026466,2.9500797,3.5269115,3.4529676,3.5512106
2065,4.711049,4.532719,4.2855134,3.3947074,3.9001408,3.7165127,4.2550063,3.3306367,4.0623417,4.2191286,3.390302,3.5347624,3.855945,2.5992124,4.20641,3.3665667,3.4268951,2.6501687,3.4749043,3.5288484,3.7226312,3.5251899,3.5781863,3.1466463,4.113288,3.13586,2.8417182,3.0751288,3.7416716,3.851124,4.0316844,2.606609,3.9557133,3.6384485,3.6859708,3.468726,4.308318,2.8584101,4.1814966,3.1882746,3.1073134
2066,3.328704,3.9457884,3.5283248,4.171339,3.8826578,3.6778452,4.078383,3.676853,3.3146248,4.4095445,3.7309558,3.3805678,4.0206637,2.8075871,3.934815,3.8084629,3.248165,3.4129577,4.7418423,3.4676723,3.2339935,2.953222,3.5628545,3.7993684,4.347132,3.232447,3.7310612,3.4372895,4.6392546,3.5777776,4.0780606,3.6677215,4.864987,3.2466557,3.832701,4.1435227,4.532234,4.1743803,3.7849798,3.9214528,3.1281447
2067,3.777608,3.1993032,3.5823305,4.5733447,3.277289,4.206928,4.6708736,3.7573013,3.869372,4.210137,4.768244,3.483259,4.247681,4.26964,5.404424,3.7957122,3.828208,3.39316,4.0591497,3.3630793,3.4038076,3.0948462,3.2382944,2.3310487,4.312029,3.9456959,3.5867307,3.5779097,3.7259805,3.6891334,4.0186033,3.7464352,2.9918585,3.8916984,3.8529947,3.0946164,4.0793524,3.170939,3.9332752,3.429633,3.2258878
2068,3.2306957,3.345382,3.536487,3.7681038,3.9859037,3.4828625,4.2610607,3.4871824,4.1258945,3.1116457,3.5297973,2.6355844,4.8428645,5.0972023,4.397462,3.6020212,4.1309204,3.5636148,4.5826254,3.388927,3.5502625,3.6402674,3.2180715,3.268938,3.6981897,3.533901,3.4268892,4.0111246,3.124756,3.9314566,3.9178247,3.5536263,2.9071972,3.8187037,4.047631,3.4240532,3.5284126,4.0244017,3.3681126,4.0634394,2.635947
2069,3.2013345,3.2991915,4.448459,3.9223156,3.5357692,3.8906305,3.5606072,3.911637,4.1308737,3.4909427,4.0780735,4.795235,3.4826891,4.0105467,3.787909,3.7599902,3.695606,3.6389716,4.2992673,4.0574718,3.354479,3.0014815,3.5497413,3.0947685,4.4340606,3.7775261,3.251169,3.2163057,3.302113,5.1430683,4.186953,4.042627,5.1948767,4.0241613,3.7473562,3.7113168,4.2568154,2.9085348,3.4030638,3.3840568,3.3618295
2070,4.0638576,3.6514192,4.688139,4.6001496,4.1327586,4.142445,3.5314615,4.431772,3.8881607,3.124013,3.9493167,3.5688918,3.6855178,2.284254,3.6945484,4.0621305,3.0218923,3.3464508,4.003223,4.154248,3.7981071,3.568506,2.9507158,3.516078,3.4633121,3.2198231,4.0349913,3.832636,3.3456438,3.536025,3.931551,3.6146266,4.6138263,3.642603,3.9722643,4.130382,3.4355803,4.089486,2.8661838,3.6010525,3.833403
2071,3.6503794,3.565356,3.5717342,4.7939157,4.24168,4.07833,4.4992437,4.3287463,3.6670854,3.0540092,3.9748719,5.5006447,3.5131898,4.7354536,4.603792,4.102354,3.1565802,3.9158902,2.6166046,4.384741,3.0790768,3.5893848,3.0923638,3.336302,3.3792408,4.1513386,3.6886327,3.6824148,3.9887404,3.2730458,3.1074133,3.3903491,4.4049335,3.2677665,4.0016975,3.4683592,4.7735353,2.5312688,3.873812,3.614105,4.260703
2072,2.8958042,3.9771247,4.3145056,4.212002,4.008355,3.7354248,3.9049146,3.8776968,3.4993203,4.110225,3.7018676,3.8275373,3.6143973,4.4539504,4.0727367,4.1054654,3.835354,4.049406,3.1781805,3.5285044,2.8163433,4.1809945,2.984999,3.908528,3.4476538,3.8682258,3.4738233,3.1876297,3.2903724,3.0242548,4.3740788,3.4703763,3.489034,3.5715973,3.718349,2.8026323,3.3415701,3.628404,4.4811645,2.5531135,3.2106452
2073,3.9277198,4.289034,3.4298882,3.920057,4.0018764,3.4992425,3.4648254,3.5366576,3.8806064,3.5617702,4.3840322,3.0563943,4.3325186,2.8671894,3.9184656,3.1529045,4.0956144,3.937238,3.3974185,3.4802558,5.1373625,4.5786557,3.125684,3.823702,3.9232926,3.6348212,3.4401984,3.678489,3.5896819,4.5322394,4.8248215,3.8558185,3.9932458,3.4462538,3.2415497,3.3286605,4.357042,3.3116078,2.718355,3.1610413,2.3827176
2074,3.55139,3.4963112,4.5460453,4.9810324,3.1006339,4.9873304,4.3918242,4.459353,3.125773,3.815891,4.1633134,3.5587742,3.2880218,3.3212974,4.347447,3.8249779,3.5384057,2.6448467,4.083889,3.8355846,5.106418,3.2562964,2.6785102,2.802688,2.7026873,3.3010173,3.8672836,4.1483364,3.884327,4.260947,4.3127446,4.546147,3.567448,3.661975,4.148549,3.4152977,4.0752068,3.313153,3.1427367,3.0992925,2.8686726
2075,3.5039587,3.4347699,4.1409407,4.438126,4.3160815,3.3989275,4.27476,3.6311285,3.956687,4.0742188,4.4248443,4.2093773,2.6869857,3.6857502,3.8296995,3.4522014,3.8877864,3.5157204,3.7289114,3.5164816,3.946224,3.6575143,4.12302,4.4506497,4.2224126,3.7208607,2.9942083,2.991535,3.0412188,3.4131677,3.4100761,4.0312734,3.6057553,3.2459888,3.5229065,3.7123783,3.3357263,2.6387224,3.030182,3.0254524,4.5313997
2076,3.112099,3.4069676,3.529598,4.423275,3.306659,3.905534,4.066766,4.2709403,3.6993144,3.5526845,4.0112443,4.4497066,2.845701,4.342638,4.037148,3.0788531,2.5133166,3.7738583,3.8035574,2.780884,3.2397854,3.6795814,4.162715,4.2233815,3.5591793,4.5268397,3.702445,3.5117056,4.7725067,3.376021,3.0817192,3.313076,4.180762,3.4592924,3.7874424,2.9828231,4.2448993,4.4905715,3.9988115,2.9122632,4.168767
2077,3.2614584,2.9246824,2.9406505,4.289209,3.5768425,3.5942557,5.3384094,4.3944807,3.5204337,5.1320214,4.180853,3.680482,3.063829,3.406273,4.3759646,4.4405885,3.7298777,3.586243,3.6550336,4.783449,3.4856303,3.6809058,3.1388347,4.0263653,3.3191874,4.155354,3.8034248,3.679037,3.4197292,3.6980789,4.0780253,4.077117,5.118092,3.7197134,3.7806141,4.613005,4.137945,3.301471,2.3056643,3.6870506,4.503321
2078,3.3963885,3.229001,4.2623878,3.7205172,3.817941,5.0759478,4.1813374,3.5255365,3.179713,3.010673,4.2487025,3.5210369,4.1888037,3.5046024,4.381063,4.238757,3.7978873,4.0839486,4.383945,4.1747847,4.380219,3.137151,3.0351098,3.6751435,4.403194,4.0458984,3.8772326,3.1448326,3.6089902,4.552244,4.371093,3.0977235,4.2264953,3.4605284,3.7362049,4.067287,4.4770293,3.4632962,3.8077965,3.6164558,3.226073
2079,3.521697,3.465711,3.450563,4.3890715,3.719347,3.719886,4.309316,4.929441,4.2816744,4.153905,4.894694,4.340648,2.878496,4.746168,4.3127685,4.494052,4.238447,4.0963044,3.3635497,3.649606,3.4118965,3.737118,4.4631486,3.6155307,2.9968305,3.5884216,3.8360968,3.1958125,2.962202,2.9692278,3.4590178,3.3804123,4.2762585,3.9062552,3.770274,3.755307,3.7165415,3.6410441,3.8557673,3.455204,3.2585266
2080,3.359806,3.8353631,3.4633565,4.268906,4.2617726,4.633473,4.71435,3.7738996,3.6096964,3.6059108,3.895751,4.9226146,3.8752258,4.9065127,5.034256,4.0296955,4.013859,4.912966,3.3961601,3.0258949,3.4985878,3.7200503,2.9762301,4.2008576,3.1473281,3.9191961,3.8821535,3.8814957,4.017849,4.73215,3.042379,3.202523,4.0161853,3.9208126,3.3561096,3.5597737,4.0505233,4.025577,3.5121505,2.578188,4.0357237
2081,4.0419335,3.131503,3.8672485,3.6372612,3.75733,4.079113,3.657807,4.9903917,4.3992963,3.8443418,4.6206064,4.040726,4.250405,2.8727534,3.631181,3.9938242,3.028602,3.7877479,4.4344435,4.7023625,3.6464517,4.1811213,3.245438,3.8006492,4.080274,4.0327353,4.286517,3.7074301,3.584634,5.228984,3.5698779,4.8085213,5.4712534,3.7955546,3.538019,4.0139546,4.9965496,4.2050962,3.8603415,5.1026626,3.4201066
2082,3.5611174,3.4947221,4.101567,4.77076,4.1587424,4.3643384,3.7422163,3.6188009,3.075595,3.6497838,3.515824,5.095872,2.9347537,4.1472225,4.267883,3.5520923,3.7936819,2.7760923,3.7627351,3.7860696,3.8462148,3.1905885,2.544073,3.5356367,3.3916852,3.6632667,3.0352578,4.281636,3.6333523,3.6803787,3.5367892,4.423203,4.614612,3.6313624,3.9291139,3.8425207,3.5706685,4.2576485,3.2398694,3.715117,4.4646215
2083,2.9665568,3.3692434,3.7146773,4.4333267,3.7039201,4.2932014,4.4579196,4.373243,3.6695733,4.2337866,3.5574155,4.6186523,3.9074686,5.381883,4.114422,2.9631617,3.8001988,4.38831,3.6734898,3.640253,3.7775552,4.2909703,3.2357297,3.7166083,3.085009,3.67141,3.860778,4.754545,3.8252287,3.5855906,3.7032068,3.74629,3.6053023,3.7749932,4.721458,4.368542,3.1666632,3.2323563,3.9584765,3.5542886,3.217709
2084,3.0342019,3.901929,4.3836927,4.5707455,3.584015,4.413473,4.305003,4.4771314,4.036362,3.3231184,3.930203,4.022908,3.045819,3.8527262,3.974787,3.6809428,3.7684498,4.0780177,3.5379398,3.7369647,5.585547,4.305972,3.0935988,2.9310613,4.6421146,3.2248995,4.0380015,4.3322053,3.0190914,4.5096684,3.429075,3.1896937,3.9206798,2.9813638,4.2755117,4.778445,4.24945,2.8179796,3.1927972,2.498703,3.40839
2085,4.1213026,4.29728,3.2213986,4.719324,3.5394094,3.2604494,3.167281,5.610433,2.9773278,3.2428343,4.3770194,3.9653184,4.4438696,4.5312605,4.3436236,3.136307,3.694125,3.0743616,4.051667,3.4845562,3.8707356,3.6850882,3.5571964,4.5052643,3.2697659,3.4779212,3.358457,4.0252914,3.2493463,3.9471643,4.563426,3.4519935,4.696495,3.8933063,4.4533916,4.381136,4.154067,3.8629172,2.6933615,3.5534356,3.0517933
2086,3.4948008,3.6599202,3.2190237,3.8065608,4.0212545,3.8376017,3.4824305,3.8977618,3.6769862,5.305018,3.7130353,4.1068134,4.239728,3.6220274,5.2590604,3.9962802,3.3534222,4.2699795,4.1676145,4.2930436,2.9673436,3.6954577,3.9431746,4.0183253,3.9842672,2.8783634,3.5482194,3.0628498,3.7196455,4.3073316,4.113376,4.6912007,4.779098,3.40212,3.60004,3.530784,3.5924737,3.6675901,2.7912047,3.6716037,3.4096637
2087,2.9712253,3.3650599,3.6346993,4.1720943,3.4968112,4.9205904,3.3914802,4.3999195,3.4959598,4.670648,3.64983,5.199893,2.9150777,5.0225363,4.519743,3.8981905,3.9000533,3.8616593,3.4268842,3.666876,2.826872,2.7469158,4.0713477,3.184822,3.4219851,3.9090598,3.0992851,3.3825774,4.6429663,3.3157527,3.762512,3.5960498,3.2827475,3.9489155,3.3422449,3.3613365,5.077961,3.6452236,4.1396885,3.8475456,3.947662
2088,3.505617,2.9698968,3.4486592,2.5616465,4.293261,4.9582343,3.9095585,3.8903835,3.756219,3.9585497,4.2063327,3.2608018,3.5654943,3.6063476,3.8550642,3.08819,3.7017078,3.7737951,4.0323257,3.8694923,3.4820116,3.3484955,3.0007975,3.727755,3.533617,3.7730916,4.094165,4.0528297,4.0662036,3.4544404,4.9522233,3.8831663,4.4782977,4.3185897,3.4941592,3.6804912,4.24034,4.408953,2.7880986,3.8788655,2.0876837
2089,4.0558596,4.0428042,3.6512585,3.9943283,4.430976,3.6533937,3.5000196,4.3095303,3.62119,3.6597073,4.742797,4.2053437,5.173496,5.1264334,4.9287376,3.384371,3.749826,4.486213,4.2595677,3.4288142,3.9701493,3.6486192,2.5819216,3.7689009,3.8499856,2.5739553,4.3041162,4.5648212,3.4536052,4.699995,4.358287,4.31278,3.5318885,4.53672,3.8005328,4.1104054,3.6122828,3.5091553,3.4308765,3.2354946,3.8567622
2090,3.0694103,3.6945653,3.8804228,4.1672435,3.7428093,4.270335,4.703159,4.234627,3.2221265,4.6434,4.92171,4.5660157,4.7753687,4.099051,3.5581727,3.9726048,3.8124557,3.4532201,4.4069796,3.8059974,4.1227674,3.3943844,3.622296,3.8582232,3.2145238,4.2393303,3.5041947,3.527309,4.6814218,3.597591,4.916696,3.914539,4.011276,4.8018517,4.5936065,3.3649368,4.1333766,3.4325447,2.3902383,3.2775528,2.886496
2091,3.8069654,3.819491,3.3956633,3.9187615,4.2434125,4.2099357,4.89804,4.536003,3.5646648,3.829825,3.468351,4.0434856,3.9831586,3.379629,4.638774,4.9782953,4.198662,3.8707547,4.1348443,3.9620218,3.103554,3.9347093,4.1519146,4.070943,4.319549,4.1951475,2.834698,3.7071335,4.334297,3.5188088,3.900578,4.086718,4.5343366,3.6939826,3.6463878,4.5624495,3.9495733,3.1533997,3.8820848,3.0703506,2.9527001
2092,3.241939,3.4343238,3.1698186,4.4273973,3.239238,4.7012334,3.3542998,4.845065,3.851372,4.486279,4.259499,3.4822524,4.22435,4.9381785,3.9371307,3.7629457,3.611544,5.0721536,2.798126,4.03762,3.6152103,4.2223535,3.0661547,3.8478503,3.8476448,3.9211836,3.8334427,3.6338634,4.3442125,3.5537963,3.4160273,3.2521508,4.4965315,4.363876,4.928644,4.136479,4.99009,2.954318,3.0761209,3.0804749,3.8422306
2093,3.8090434,3.1516843,3.2982893,4.27498,3.1332152,4.40302,4.2715178,3.3616345,3.7379053,4.7748575,2.6704552,3.1767993,3.5189173,3.0536842,4.8923535,3.4791696,3.2994218,4.247784,2.611883,3.462518,2.865182,4.035259,4.5198145,3.6544306,3.0625184,3.6639435,3.11068,4.1274304,2.579815,3.3825302,5.298745,3.694322,3.2514725,3.3883755,3.8235643,3.7672768,4.852201,4.084513,3.205275,3.6363068,3.321479
2094,3.8042133,2.6656983,3.8442564,3.6605582,4.770106,4.7036786,3.2879484,3.4649901,3.5472155,4.2726154,4.248584,3.6210797,4.148679,4.0050516,4.5156646,3.1995509,4.1054406,3.5071988,3.468921,3.7455056,3.4183593,2.8104885,2.343334,3.2375515,3.8711824,3.8879402,2.740639,3.555232,2.9293752,4.2962756,4.37775,4.44639,3.5011997,3.6537244,3.8833215,4.2248807,4.4818697,3.739231,4.0761385,3.0675447,4.337315
2095,3.7870498,3.085005,3.8660526,5.4320464,3.677321,4.1708026,5.237164,4.338211,3.302217,3.4417186,3.615557,4.0115495,4.278884,3.5918727,4.904957,2.7472706,4.0986657,3.8995557,3.6392803,3.4870045,3.4849765,4.0863905,3.3813326,3.7045517,4.1132126,3.6806574,4.1737866,3.728026,3.4716551,3.5765946,3.2666438,4.149635,3.3603196,3.8958728,3.966221,4.143897,5.140237,3.1181118,4.1156664,3.419896,4.415976
2096,3.0994236,4.0089,3.7240553,4.245371,4.793954,4.701461,3.889213,4.984263,3.3821118,3.948784,5.12919,3.811018,3.8046439,3.343179,3.7641385,3.9499004,3.4640272,4.826335,3.0155592,3.2062168,4.4577246,4.1893644,2.4115157,3.5467248,4.7399373,3.0506568,2.7572525,3.4856155,3.5910456,3.215994,3.958637,3.3623374,4.72468,3.7390304,3.8736224,2.7323422,4.2825856,4.059549,3.0599914,4.579073,3.8443508
