year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,794.226,677.655,1020.409,688.677,896.989,796.895,679.612,917.970,730.642,882.276
2007,840.920,713.357,996.524,715.471,935.585,822.905,649.773,1023.357,731.501,929.115
2008,825.540,657.618,1025.496,708.610,895.991,820.646,704.242,978.301,761.193,899.988
2009,755.788,655.152,912.252,705.487,862.842,817.332,642.274,877.226,679.784,858.735
2010,836.483,690.256,888.014,752.017,874.303,819.326,667.245,1036.213,704.882,973.767
2011,833.376,679.096,1044.043,721.245,950.818,874.975,642.782,972.710,741.682,928.104
2012,821.551,666.007,989.790,749.853,911.479,851.738,724.689,1071.116,748.850,980.803
2013,834.237,665.809,976.569,734.330,947.704,849.083,713.363,1060.376,726.730,944.955
2014,873.511,757.563,1009.234,783.081,970.408,867.185,676.954,1013.206,758.072,932.028
2015,852.611,725.611,993.791,771.141,955.636,794.751,638.907,1071.561,709.626,962.497
2016,844.989,689.174,1077.106,770.733,983.336,868.279,610.203,984.098,687.267,976.358
2017,805.121,707.797,1052.958,745.948,949.204,893.100,666.316,1099.034,760.046,986.523
2018,854.249,703.164,1005.242,731.512,958.981,880.189,662.073,1161.155,814.197,1009.916
2019,831.128,725.166,1010.757,775.096,945.306,912.376,751.063,1118.486,834.771,1011.215
2020,882.148,704.435,1061.197,783.478,973.532,892.409,667.711,1095.179,745.140,1045.479
2021,891.279,732.510,1037.469,765.402,1022.003,913.556,692.011,1033.614,805.525,1019.354
2022,854.761,728.578,960.638,766.867,916.404,901.326,639.341,1005.514,750.020,978.242
2023,854.866,726.034,999.739,771.711,971.383,934.698,775.224,1299.809,806.398,997.035
2024,874.132,690.606,1002.568,749.634,953.326,918.351,733.562,1068.351,758.547,1044.823
2025,904.805,728.136,1089.716,749.753,1034.099,900.626,605.844,1120.368,807.866,1000.083
2026,939.807,810.791,1141.094,841.039,1028.947,899.446,665.867,1058.382,804.181,1023.192
2027,950.883,767.374,1083.840,819.540,1054.146,928.394,740.523,1092.476,812.199,1009.747
2028,932.891,756.543,1063.756,820.234,977.094,972.045,819.033,1087.148,861.024,1052.615
2029,906.880,749.810,1123.909,766.724,1071.835,961.680,593.567,1110.480,829.476,1053.930
2030,926.607,754.231,1031.075,849.813,1006.159,962.335,845.660,1100.030,899.188,1044.721
2031,911.230,735.650,1248.199,781.227,1028.278,945.092,801.577,1245.042,851.758,1098.317
2032,944.879,840.739,1098.134,849.500,1041.658,975.873,743.436,1240.527,833.793,1110.064
2033,944.083,736.744,1108.248,864.667,1091.743,1014.473,766.968,1192.335,805.863,1109.704
2034,961.492,734.261,1098.526,893.712,1060.445,1006.871,767.748,1173.082,794.866,1085.961
2035,988.484,816.529,1058.548,863.824,1046.000,1018.860,805.539,1129.531,916.206,1112.291
2036,1015.666,742.482,1111.073,811.166,1080.644,1024.790,759.760,1215.576,818.717,1183.341
2037,941.926,785.558,1117.794,809.123,1044.802,1020.193,802.699,1244.856,913.346,1169.429
2038,990.896,827.521,1139.107,898.539,1068.479,1039.998,631.491,1225.372,878.407,1168.718
2039,997.829,889.501,1254.683,898.929,1083.930,1028.632,741.526,1328.119,933.018,1193.835
2040,1035.908,794.547,1236.052,913.015,1132.389,1058.571,855.257,1231.298,925.728,1178.689
2041,1011.280,782.242,1209.491,917.881,1070.089,1030.357,709.331,1266.303,946.474,1195.737
2042,986.542,745.225,1210.115,859.718,1133.944,1080.576,872.900,1335.174,916.345,1175.577
2043,998.307,697.772,1262.631,843.496,1145.954,1076.044,746.266,1188.536,917.457,1176.512
2044,944.456,747.523,1130.149,871.928,1055.970,1046.156,929.263,1394.874,983.292,1170.258
2045,1040.231,787.561,1201.127,844.024,1117.202,1096.972,839.408,1281.078,894.801,1250.834
2046,1043.926,813.228,1310.069,834.865,1159.175,1101.187,880.655,1385.987,965.455,1267.558
2047,1078.401,867.731,1197.045,875.059,1151.039,1104.655,832.926,1326.908,1032.428,1235.309
2048,1053.987,836.806,1195.902,917.091,1122.344,1191.637,765.496,1350.215,942.272,1316.637
2049,1060.388,821.875,1200.774,875.214,1169.303,1132.163,849.078,1380.613,937.412,1285.080
2050,1096.285,803.267,1252.505,845.141,1183.700,1172.353,896.755,1317.289,935.733,1260.796
2051,1046.331,752.817,1196.044,877.363,1139.338,1163.667,804.726,1371.857,972.485,1333.004
2052,1052.084,804.426,1259.154,923.188,1179.993,1127.869,864.912,1384.343,1026.904,1312.372
2053,1068.085,730.630,1288.410,845.557,1134.675,1220.385,939.221,1417.117,1061.259,1321.818
2054,1040.913,708.760,1221.475,961.309,1152.546,1233.878,1009.494,1421.349,1045.289,1335.007
2055,1035.028,859.748,1204.461,976.574,1189.917,1217.531,954.273,1452.251,1064.273,1349.589
2056,1109.377,754.777,1268.484,847.400,1229.778,1265.690,980.236,1477.537,1096.254,1384.355
2057,1058.431,859.159,1238.801,910.201,1206.281,1184.754,995.854,1411.895,1075.936,1375.472
2058,1077.270,955.837,1296.046,1004.936,1238.419,1253.357,1030.254,1440.846,1051.282,1383.588
2059,1111.816,911.360,1264.107,931.032,1240.301,1227.648,1015.747,1495.972,1098.795,1439.565
2060,1089.814,769.571,1279.292,898.295,1206.193,1231.976,879.844,1607.649,1051.572,1497.160
2061,1139.257,764.489,1232.316,866.380,1202.974,1271.319,1079.008,1478.950,1141.083,1421.818
2062,1128.546,871.945,1262.570,919.184,1223.960,1278.368,1019.717,1550.295,1142.966,1450.716
2063,1102.902,837.730,1283.686,892.394,1231.919,1279.086,1072.236,1521.739,1095.856,1468.965
2064,1082.476,823.625,1386.218,903.620,1267.088,1311.200,1114.336,1670.328,1175.503,1576.002
2065,1118.743,843.053,1329.252,911.548,1217.814,1322.780,964.420,1658.830,1134.585,1553.101
2066,1116.153,836.203,1292.191,962.637,1280.960,1332.797,1049.774,1667.193,1147.527,1599.532
2067,1125.402,871.423,1303.438,890.328,1270.386,1404.551,1021.497,1668.291,1114.797,1487.504
2068,1076.828,872.762,1314.346,948.285,1212.956,1396.566,1128.966,1661.795,1217.887,1544.421
2069,1160.499,825.831,1277.279,947.345,1221.867,1384.825,1142.026,1744.132,1158.406,1550.014
2070,1102.060,946.736,1267.098,958.544,1254.794,1401.569,795.109,1583.409,1117.665,1565.914
2071,1145.366,851.801,1306.389,964.537,1229.069,1370.718,797.589,1666.655,1256.053,1584.681
2072,1134.446,835.299,1379.400,1034.673,1264.558,1428.130,1108.605,1690.647,1175.451,1667.126
2073,1083.749,792.730,1383.156,947.773,1244.254,1468.241,1174.504,1767.839,1236.196,1642.879
2074,1117.607,888.996,1320.213,988.380,1263.871,1423.788,1205.757,1740.119,1260.269,1685.422
2075,1149.255,915.933,1353.703,1015.810,1297.624,1485.417,1038.863,1835.271,1204.854,1595.129
2076,1163.646,870.804,1347.508,982.818,1243.819,1474.020,836.636,1711.420,1349.905,1655.719
2077,1128.297,869.713,1360.019,962.458,1288.683,1521.563,927.996,1776.418,1185.577,1681.969
2078,1091.488,852.314,1324.780,939.634,1263.399,1430.416,1100.899,1732.128,1244.973,1679.802
2079,1125.377,872.991,1381.146,918.462,1247.136,1493.544,1106.106,1822.187,1204.441,1693.655
2080,1140.367,896.034,1395.994,976.587,1324.971,1524.208,1181.699,1760.133,1266.758,1703.659
2081,1147.299,868.632,1364.576,904.205,1260.977,1539.503,1140.861,1899.900,1175.415,1771.780
2082,1193.541,874.286,1429.054,1034.668,1365.320,1551.545,1048.810,1799.309,1281.821,1724.051
