year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,0.000,0.000,0.603,0.000,0.000,0.000,0.000,0.003,0.000,0.000
2008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.000,0.000
2011,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.017,0.000,0.000
2012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.000
2013,0.000,0.000,0.538,0.000,0.000,0.000,0.000,0.003,0.000,0.000
2014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000
2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.000,0.000
2016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000
2019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.652,0.000,0.000
2020,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.020,0.000,0.000
2021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.439,0.000,0.000
2022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000
2023,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.046,0.000,0.000
2024,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.000
2025,0.000,0.000,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026,0.000,0.000,0.371,0.000,0.000,0.000,0.000,0.406,0.000,0.000
2027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.511,0.000,0.000
2028,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.629,0.000,0.003
2029,0.000,0.000,0.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2030,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.296,0.000,0.003
2031,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.000,0.000
2032,0.000,0.000,0.708,0.000,0.003,0.000,0.000,0.187,0.000,0.000
2033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.656,0.000,0.000
2034,0.000,0.000,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2035,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2036,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.033,0.000,0.020
2037,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.017,0.000,0.003
2038,0.000,0.000,0.112,0.000,0.000,0.000,0.000,0.187,0.000,0.000
2039,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.668,0.000,0.004
2040,0.000,0.000,0.095,0.000,0.009,0.000,0.000,0.092,0.000,0.007
2041,0.000,0.000,0.521,0.000,0.000,0.000,0.000,0.556,0.000,0.017
2042,0.000,0.000,0.003,0.000,0.003,0.000,0.000,0.020,0.000,0.003
2043,0.000,0.000,0.007,0.000,0.001,0.000,0.000,0.063,0.000,0.017
2044,0.000,0.000,0.048,0.000,0.000,0.000,0.000,2.602,0.000,0.000
2045,0.000,0.000,0.010,0.000,0.007,0.000,0.000,0.420,0.000,0.007
2046,0.000,0.000,0.460,0.000,0.004,0.000,0.000,0.387,0.000,0.003
2047,0.000,0.000,0.616,0.000,0.000,0.000,0.000,0.158,0.000,0.007
2048,0.000,0.000,0.113,0.000,0.010,0.000,0.000,2.157,0.000,0.111
2049,0.000,0.000,0.642,0.000,0.007,0.000,0.000,0.238,0.000,0.033
2050,0.000,0.000,0.425,0.000,0.008,0.000,0.000,0.419,0.000,0.003
2051,0.000,0.000,0.017,0.000,0.007,0.000,0.000,0.515,0.000,0.003
2052,0.000,0.000,0.262,0.000,0.009,0.000,0.000,0.541,0.000,0.003
2053,0.000,0.000,0.433,0.000,0.003,0.000,0.000,0.334,0.000,0.298
2054,0.000,0.000,0.017,0.000,0.000,0.000,0.000,1.372,0.000,0.357
2055,0.000,0.000,0.105,0.000,0.025,0.000,0.000,1.484,0.000,0.095
2056,0.000,0.000,0.463,0.000,0.053,0.003,0.000,1.407,0.000,0.416
2057,0.000,0.000,0.010,0.000,0.004,0.000,0.000,0.779,0.000,0.099
2058,0.000,0.000,0.279,0.000,0.012,0.003,0.000,2.324,0.000,0.366
2059,0.000,0.000,2.087,0.000,0.167,0.000,0.000,0.804,0.000,0.554
2060,0.000,0.000,0.409,0.000,0.100,0.003,0.000,1.210,0.000,0.972
2061,0.000,0.000,0.286,0.000,0.003,0.003,0.000,2.264,0.000,0.449
2062,0.000,0.000,1.358,0.000,0.022,0.000,0.000,1.302,0.000,0.433
2063,0.000,0.000,0.269,0.000,0.017,0.003,0.000,1.684,0.000,0.406
2064,0.000,0.000,0.486,0.000,0.169,0.000,0.000,1.235,0.000,0.980
2065,0.000,0.000,0.048,0.000,0.003,0.003,0.000,1.932,0.000,0.636
2066,0.000,0.000,1.441,0.000,0.211,0.003,0.000,1.104,0.000,0.138
2067,0.000,0.000,0.388,0.000,0.023,0.003,0.000,4.669,0.000,0.393
2068,0.000,0.000,0.243,0.000,0.016,0.078,0.000,4.802,0.000,0.423
2069,0.000,0.000,0.095,0.000,0.002,0.017,0.000,5.988,0.000,1.756
2070,0.000,0.000,1.698,0.000,0.322,0.177,0.000,3.466,0.000,0.858
2071,0.000,0.000,0.099,0.000,0.003,0.003,0.000,3.178,0.000,0.629
2072,0.000,0.000,0.423,0.000,0.070,0.475,0.000,3.095,0.000,2.693
2073,0.000,0.000,0.303,0.000,0.003,0.101,0.000,3.710,0.000,2.974
2074,0.000,0.000,0.456,0.000,0.017,0.357,0.000,2.563,0.003,2.016
2075,0.000,0.000,0.483,0.000,0.248,0.099,0.000,7.785,0.000,1.294
2076,0.000,0.000,0.095,0.000,0.008,0.177,0.000,3.397,0.003,1.430
2077,0.000,0.000,0.590,0.000,0.451,0.352,0.000,2.645,0.000,2.142
2078,0.000,0.000,0.546,0.000,0.029,0.397,0.000,2.366,0.000,0.836
2079,0.000,0.000,0.187,0.000,0.026,0.184,0.000,7.956,0.000,2.006
2080,0.000,0.000,1.298,0.000,0.214,0.119,0.000,1.743,0.000,1.414
2081,0.000,0.000,0.003,0.000,0.003,0.313,0.000,5.156,0.000,2.817
2082,0.000,0.000,0.262,0.000,0.188,0.265,0.000,6.385,0.000,1.731
2083,0.002,0.000,0.754,0.000,0.446,0.361,0.000,7.335,0.026,2.136
2084,0.000,0.000,1.085,0.000,0.082,0.092,0.000,5.290,0.000,2.170
2085,0.000,0.000,0.819,0.000,0.042,0.693,0.000,7.774,0.003,3.354
2086,0.000,0.000,0.624,0.000,0.405,0.704,0.000,5.246,0.000,2.684
2087,0.000,0.000,1.043,0.000,0.003,0.797,0.000,4.760,0.003,2.511
2088,0.000,0.000,0.901,0.000,0.080,1.103,0.000,10.661,0.003,4.335
2089,0.000,0.000,0.416,0.000,0.005,0.351,0.000,7.477,0.000,4.547
2090,0.000,0.000,0.690,0.000,0.131,1.175,0.000,14.488,0.000,6.105
2091,0.000,0.000,0.900,0.000,0.128,0.636,0.003,11.165,0.020,3.022
2092,0.000,0.000,1.087,0.000,0.138,0.855,0.000,6.026,0.003,3.576
2093,0.000,0.000,0.734,0.000,0.319,1.375,0.000,7.432,0.007,4.155
2094,0.000,0.000,2.580,0.000,0.048,1.737,0.000,12.579,0.308,7.002
2095,0.000,0.000,0.866,0.000,0.139,1.235,0.092,9.025,0.269,4.405
2096,0.000,0.000,0.436,0.000,0.003,1.469,0.003,17.225,0.020,8.005
2097,0.000,0.000,0.158,0.000,0.015,0.826,0.000,17.482,0.003,8.999
2098,0.000,0.000,1.476,0.000,0.103,1.197,0.000,11.385,0.003,5.486
2099,0.000,0.000,1.000,0.000,0.105,1.199,0.126,7.113,0.420,6.022
