year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2059,0.741,0.000,8.643,0.003,2.646,1.400,0.000,5.474,0.020,4.772
2060,0.308,0.000,3.530,0.000,2.202,1.282,0.000,16.557,0.044,6.320
2061,0.369,0.000,3.221,0.018,1.330,1.822,0.000,6.113,0.479,4.324
2062,0.636,0.000,4.816,0.003,2.029,1.349,0.007,7.428,0.420,3.552
2063,0.665,0.000,2.640,0.003,1.677,1.447,0.265,6.559,0.375,4.009
2064,0.553,0.000,7.394,0.006,2.706,1.630,0.204,7.758,0.849,7.120
2065,0.519,0.000,1.947,0.057,1.764,2.146,0.007,7.573,0.269,4.959
2066,0.485,0.000,5.670,0.025,3.192,1.535,0.176,7.701,0.401,3.335
2067,0.511,0.000,4.355,0.045,1.473,1.943,0.203,10.206,0.903,5.299
2068,0.353,0.003,3.238,0.003,2.214,2.267,0.390,10.456,1.161,8.313
2069,0.771,0.000,3.514,0.026,2.085,2.550,0.003,14.986,0.329,9.262
2070,0.554,0.000,9.100,0.003,2.320,2.907,0.003,9.651,0.755,6.456
2071,0.261,0.000,2.850,0.003,2.214,2.747,0.000,9.941,0.730,7.847
2072,0.710,0.007,5.900,0.150,2.206,3.750,0.360,15.121,0.453,9.093
2073,0.461,0.000,3.566,0.000,2.248,3.350,0.565,13.291,0.909,8.602
2074,0.774,0.003,4.807,0.019,2.010,3.709,0.697,9.658,2.500,6.515
2075,1.304,0.007,3.924,0.105,3.622,2.503,0.374,22.137,1.394,8.602
2076,0.723,0.003,2.042,0.086,1.929,3.918,0.100,20.961,1.214,9.524
2077,0.679,0.000,4.614,0.006,3.439,3.935,0.357,11.573,1.491,9.326
2078,0.532,0.000,5.671,0.000,1.694,3.349,0.092,12.587,1.043,7.178
2079,0.571,0.003,4.295,0.101,1.658,4.097,0.568,29.074,1.072,10.309
2080,0.776,0.000,5.644,0.182,2.624,3.616,0.296,18.352,1.102,10.067
2081,0.512,0.000,2.790,0.000,1.906,3.820,0.112,21.028,0.844,12.844
2082,0.679,0.003,3.159,0.115,2.160,3.029,0.446,14.151,1.258,12.331
2083,1.177,0.000,4.365,0.128,3.133,3.945,0.515,29.981,1.014,14.017
2084,0.332,0.000,5.212,0.003,2.285,3.967,0.468,24.654,0.967,11.764
2085,0.490,0.000,4.296,0.006,2.513,7.461,0.423,24.164,1.673,15.593
2086,0.555,0.000,5.963,0.003,4.493,6.259,0.492,33.252,1.527,18.300
2087,0.663,0.000,10.269,0.158,1.760,4.991,0.486,23.581,1.963,16.706
2088,0.386,0.000,5.414,0.004,3.814,8.499,0.726,31.608,1.937,18.106
2089,0.498,0.000,2.741,0.000,2.388,5.618,0.180,19.524,1.259,12.161
2090,0.382,0.000,2.677,0.003,2.254,8.162,0.657,33.709,1.111,28.243
2091,0.850,0.000,4.326,0.000,3.850,5.890,1.056,40.658,1.496,14.973
2092,0.753,0.000,3.970,0.086,2.975,6.993,0.700,29.894,1.468,14.409
2093,1.121,0.003,8.017,0.006,3.849,9.102,1.475,21.597,1.736,19.191
2094,0.423,0.000,8.875,0.087,2.966,10.439,1.169,41.850,2.943,20.551
2095,0.456,0.000,7.383,0.102,2.701,9.847,1.154,24.844,2.540,23.501
2096,0.559,0.000,4.654,0.003,1.833,10.047,1.391,46.536,2.450,28.179
2097,0.674,0.000,4.602,0.000,1.835,6.066,0.452,47.621,0.908,20.841
2098,0.783,0.000,9.472,0.019,3.505,6.780,0.959,26.998,2.154,17.771
2099,1.118,0.000,5.619,0.086,3.356,9.027,3.882,25.905,4.115,18.290
