year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.003,0.000,0.498,0.000,0.136,0.000,0.000,0.109,0.000,0.095
2007,0.000,0.000,2.504,0.000,0.435,0.003,0.000,1.461,0.000,0.503
2008,0.003,0.000,0.815,0.000,0.238,0.000,0.000,1.624,0.000,0.020
2009,0.000,0.000,0.466,0.000,0.158,0.003,0.000,0.092,0.000,0.055
2010,0.000,0.000,0.204,0.000,0.005,0.003,0.000,1.836,0.000,0.633
2011,0.002,0.000,0.844,0.000,0.421,0.003,0.000,1.773,0.000,0.538
2012,0.003,0.000,1.121,0.000,0.210,0.000,0.000,2.547,0.000,0.511
2013,0.005,0.000,2.847,0.000,0.714,0.003,0.000,1.666,0.000,1.090
2014,0.003,0.000,0.884,0.000,0.379,0.000,0.000,3.064,0.000,0.386
2015,0.002,0.000,1.214,0.000,0.420,0.000,0.000,1.600,0.000,0.484
2016,0.002,0.000,1.330,0.000,0.626,0.003,0.000,0.630,0.000,0.397
2017,0.014,0.000,1.336,0.000,0.511,0.003,0.000,0.416,0.000,0.256
2018,0.002,0.000,0.392,0.000,0.280,0.020,0.000,2.164,0.000,0.466
2019,0.000,0.000,0.462,0.000,0.054,0.017,0.000,2.878,0.000,1.078
2020,0.191,0.000,1.531,0.000,1.049,0.007,0.000,2.305,0.000,0.582
2021,0.003,0.000,1.385,0.000,0.126,0.003,0.000,1.894,0.000,0.177
2022,0.003,0.000,1.310,0.000,0.302,0.003,0.000,2.618,0.000,0.106
2023,0.002,0.000,0.938,0.000,0.463,0.095,0.000,2.032,0.000,0.609
2024,0.002,0.000,2.426,0.000,0.513,0.095,0.000,1.778,0.003,1.020
2025,0.003,0.000,1.335,0.000,0.244,0.003,0.000,1.899,0.000,0.832
2026,0.003,0.000,1.398,0.000,0.684,0.003,0.000,1.545,0.000,0.545
2027,0.005,0.000,0.883,0.000,0.771,0.020,0.000,2.764,0.000,1.502
2028,0.265,0.000,1.677,0.000,0.806,0.020,0.000,1.786,0.000,0.944
2029,0.007,0.000,3.671,0.000,0.935,0.003,0.000,1.745,0.000,0.663
2030,0.003,0.000,3.018,0.000,1.606,0.099,0.000,2.343,0.003,1.233
2031,0.003,0.000,1.917,0.000,1.075,0.082,0.000,1.365,0.000,0.874
2032,0.022,0.000,3.556,0.000,1.026,0.020,0.000,3.526,0.000,0.784
2033,0.039,0.000,1.527,0.000,0.895,0.017,0.000,7.038,0.000,1.250
2034,0.187,0.000,1.674,0.003,1.049,0.116,0.000,1.940,0.000,0.844
2035,0.415,0.000,1.640,0.000,0.855,0.095,0.000,1.009,0.000,0.550
2036,0.289,0.000,2.020,0.000,1.364,0.347,0.000,2.314,0.000,1.972
2037,0.003,0.000,4.597,0.000,0.209,0.456,0.000,2.785,0.003,1.293
2038,0.053,0.000,2.131,0.003,1.082,0.105,0.000,1.366,0.000,0.951
2039,0.184,0.000,2.556,0.000,1.319,0.173,0.000,4.168,0.000,2.583
2040,0.100,0.000,2.898,0.000,1.534,0.288,0.000,2.777,0.003,1.774
2041,0.237,0.000,2.563,0.000,0.797,0.378,0.000,4.177,0.003,0.990
2042,0.221,0.000,1.292,0.000,0.996,0.569,0.000,2.906,0.021,1.484
2043,0.213,0.000,1.679,0.000,1.069,0.881,0.000,2.841,0.003,1.530
2044,0.007,0.000,1.722,0.000,0.861,0.362,0.000,6.125,0.004,1.081
2045,0.274,0.000,2.354,0.000,1.539,0.579,0.000,2.486,0.000,2.253
2046,0.509,0.000,3.406,0.018,2.739,0.581,0.000,4.256,0.003,2.221
2047,0.376,0.000,3.473,0.016,1.474,0.440,0.003,3.143,0.007,2.464
2048,0.233,0.000,4.151,0.003,2.635,0.564,0.000,8.775,0.003,4.130
2049,0.485,0.000,3.141,0.003,1.612,0.652,0.000,6.819,0.095,2.686
2050,0.406,0.000,3.759,0.000,1.662,0.409,0.000,2.816,0.004,2.153
2051,0.382,0.000,2.927,0.000,1.933,0.778,0.000,3.893,0.024,2.044
2052,0.583,0.000,3.162,0.000,1.427,0.598,0.003,4.306,0.082,2.296
2053,0.333,0.000,3.054,0.000,1.322,0.982,0.300,6.007,0.706,5.178
2054,0.274,0.000,1.319,0.000,0.816,1.231,0.007,5.787,0.201,2.996
2055,0.469,0.003,2.010,0.006,1.731,1.105,0.200,5.161,0.388,2.571
2056,0.658,0.000,2.687,0.000,2.521,1.629,0.000,10.021,0.024,3.704
2057,0.297,0.000,2.943,0.000,1.460,0.607,0.003,4.497,0.230,3.267
2058,0.412,0.000,3.032,0.019,2.728,2.086,0.003,7.046,0.647,6.007
