year,ACCESS1-0_historical_r1i1p1-days_prcp_abv,bcc-csm1-1_historical_r1i1p1-days_prcp_abv,BNU-ESM_historical_r1i1p1-days_prcp_abv,CanESM2_historical_r1i1p1-days_prcp_abv,CCSM4_historical_r1i1p1-days_prcp_abv,CESM1-BGC_historical_r1i1p1-days_prcp_abv,CNRM-CM5_historical_r1i1p1-days_prcp_abv,CSIRO-Mk3-6-0_historical_r1i1p1-days_prcp_abv,GFDL-CM3_historical_r1i1p1-days_prcp_abv,GFDL-ESM2G_historical_r1i1p1-days_prcp_abv,GFDL-ESM2M_historical_r1i1p1-days_prcp_abv,inmcm4_historical_r1i1p1-days_prcp_abv,IPSL-CM5A-LR_historical_r1i1p1-days_prcp_abv,IPSL-CM5A-MR_historical_r1i1p1-days_prcp_abv,MIROC-ESM-CHEM_historical_r1i1p1-days_prcp_abv,MIROC-ESM_historical_r1i1p1-days_prcp_abv,MIROC5_historical_r1i1p1-days_prcp_abv,MPI-ESM-LR_historical_r1i1p1-days_prcp_abv,MPI-ESM-MR_historical_r1i1p1-days_prcp_abv,MRI-CGCM3_historical_r1i1p1-days_prcp_abv,NorESM1-M_historical_r1i1p1-days_prcp_abv
1960,0.0,0.0,0.0,0.0,0.0,0.0,0.08429233,0.01580128,0.4971765,0.0,0.0,0.12591712,0.039256636,0.052744366,0.9022023,0.016664708,0.01580128,0.0,0.013487731,0.0,0.0
1961,0.01580128,0.052744366,0.0,0.01580128,0.026975462,0.0,0.0,0.0,0.0,0.0,0.5315458,0.0,0.055057917,0.0,0.013487731,0.094911635,0.0,0.62645745,0.055057917,0.0,0.0
1962,0.055057917,0.16872734,0.013487731,0.0,0.0,0.20430347,0.04503569,0.0,0.75713634,0.28990185,0.0,0.10596075,0.0,0.0,0.0,0.01580128,0.0,0.0,0.039256636,0.0,0.0
1963,0.08438041,0.0,0.25242585,0.0,0.0,0.0,0.01580128,0.01580128,0.0,0.0,0.01580128,0.0,0.0,0.0,0.01580128,0.06083697,0.013487731,0.48294175,0.0,0.0,0.0
1964,0.0,0.0,0.0,0.0,0.0,0.0,0.20205593,0.12122911,0.0,0.32427117,0.0,0.01580128,0.0,0.0,0.029289013,0.0,0.055057917,1.1688482,0.0,0.01580128,0.0
1965,0.0,0.09431455,0.01580128,0.0,0.0,0.0,0.0,0.0,0.08438041,0.0,0.11361482,0.03270614,0.0,0.61583817,0.24308926,0.0,0.04509029,0.01580128,0.013487731,0.055057917,0.0
1966,0.0,0.0,0.0,0.23768666,0.01580128,0.0,0.0,0.01580128,0.0,0.0,0.0,0.01580128,0.01580128,0.7993057,0.1456706,0.01580128,0.0,0.0,0.16635288,0.0,0.6141238
1967,0.0,0.21614075,0.0,0.042673767,0.2682606,0.0,0.8988974,0.01580128,0.0,0.0,0.0,0.0,0.029322492,0.055057917,0.23428275,0.06857913,0.0,0.0,0.0,0.14953336,0.055057917
1968,0.01580128,0.0,0.0,0.055057917,0.0708592,8.6342625E-4,0.0,0.045123775,0.20788959,0.0,0.1471589,0.0,0.0,0.0,0.0,0.5162732,0.0,0.25133547,0.11135587,0.0,0.44271615
1969,0.0,0.0,0.0,0.01580128,0.0,0.20555492,0.31123805,0.0,0.0,0.0,0.0,0.1543854,0.0,0.45183435,0.0,0.01580128,0.40280113,0.23484392,0.0,0.055057917,0.0
1970,0.0,0.21710008,0.0,0.5613094,0.16282852,0.0,0.14290383,0.11011583,0.0,0.0,0.075103045,0.0,0.0,0.0,0.10286037,0.0,0.0,0.31274295,0.21655901,0.0,0.01580128
1971,0.01580128,0.01580128,0.0,0.0,0.0,0.0,0.0708592,0.029322492,0.0,0.0,0.0,0.0,0.0,0.01580128,0.039256636,0.0,0.0,0.13119674,0.0,0.01580128,0.6832649
1972,0.0,0.84907645,0.14699802,0.0,1.1222597,0.13475032,0.01580128,0.445563,0.052744366,0.12126259,0.0,0.0,0.0,0.0,0.0,0.08429233,0.013487731,0.01580128,0.01580128,0.0,0.0
1973,0.0,0.0,0.6968077,0.039256636,0.0,0.0,0.039256636,0.01580128,0.06854565,0.01580128,0.10021091,0.30745116,0.0,0.0,0.0,0.0,0.055057917,0.0,0.055057917,0.0,0.2547394
1974,0.055057917,0.055057917,0.0,0.15965663,0.0,0.0,0.12941611,0.5855516,0.11028151,0.01580128,0.06854565,0.4083551,0.0,0.0,0.01580128,0.0,0.0,0.055057917,0.01580128,0.0,0.0
1975,0.04509029,0.0,0.0,0.0,0.055057917,1.0378103,0.01580128,0.0,0.042810224,0.01580128,0.0,0.34346992,0.0,0.0,0.0708592,0.0,0.0,0.0,0.24774961,0.0,0.01580128
1976,0.0,0.01580128,0.0,0.01580128,0.3273132,0.0,0.0,0.13016096,0.0,0.01580128,0.06854565,0.055057917,0.0,0.039256636,0.0,0.0,0.56086403,0.0,0.0,0.23487315,0.4210669
1977,0.0,0.19212179,0.0,0.0034171303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.0,0.15295528,0.01580128,0.196819,0.0,0.029322492,0.0,0.041731082
1978,0.0,0.039256636,0.0,0.28789568,0.055057917,0.055057917,0.055057917,0.0,0.57744503,0.0,0.0,0.0,0.0,0.0,0.0708592,0.0866897,0.01580128,0.0,0.0,0.0,0.09790162
1979,0.0,0.18980823,0.0,0.0,0.0,0.0,0.12126259,0.01580128,0.0,0.0,0.0,0.01580128,0.0,0.0,0.0,0.4539229,0.055057917,0.0,0.013487731,0.0,0.71936613
1980,0.0,0.0,0.055057917,0.0,0.0,0.0,0.37455186,0.0,0.08012429,0.013487731,0.6412202,0.0,0.0,0.36820304,0.0,0.0,0.0,0.0,0.0034171303,0.0,0.21060175
1981,0.055057917,0.0,0.0,0.22233807,0.0708592,0.31591547,0.0,0.0,0.08521035,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.0,0.01580128
1982,0.0,0.0,0.0,0.055057917,0.0,0.45798075,0.01580128,0.039256636,0.0,0.0,0.7058155,0.0708592,0.040867656,0.055057917,0.0,0.45531893,0.0,0.0,0.6492103,0.6798052,0.0
1983,0.0,0.18641555,0.039256636,0.0,0.0,0.0,0.32330626,0.013487731,0.0,0.01580128,0.01580128,0.8581531,0.0,0.5515166,0.0,0.0,0.0,0.0,0.052744366,0.0,0.09431455
1984,0.0,0.6140733,0.055087138,0.08203338,0.055057917,0.0,0.01580128,0.03160256,0.08437615,0.0,0.0,0.43030277,0.0,0.0,0.0,0.8328635,0.0,0.0,0.0,0.0,0.0
1985,0.0,0.8101017,0.8988682,0.0,0.0,0.04503569,0.039256636,0.0,0.06854565,0.97354615,0.01580128,0.0,0.0,0.0,0.0,0.48001978,0.16867274,0.0,0.0,0.0,0.0
1986,0.0,0.03160256,0.08438041,0.039256636,0.0,0.27835566,0.0,0.0,0.0,0.0,0.0,0.055057917,0.0,0.17631625,0.0,0.0,0.0,0.0,0.40350324,0.0,0.14699802
1987,0.11358134,0.0,0.06854565,0.09018869,0.0708592,0.27232367,0.08438041,0.0,0.0,0.76189804,0.055057917,0.0,0.20205593,0.48012376,0.055057917,0.013487731,0.0,0.0,0.0,0.0,0.052744366
1988,0.27835566,1.2795166,0.039256636,0.13712478,0.0,0.0,0.055057917,0.0,0.30658776,0.0,0.08438041,0.3567793,0.0,0.01580128,0.039256636,0.0,0.055057917,0.0,0.6451564,0.0,0.0
1989,0.0,0.01580128,0.013487731,0.0,0.7492355,0.0,0.0,0.01580128,0.01580128,0.04509029,0.0,0.0,0.042810224,0.0,0.013487731,0.0,0.14521739,0.01580128,0.01580128,0.042810224,0.10641395
1990,0.0,0.01580128,0.0,0.045123775,0.3068147,0.01580128,0.0,0.0,0.57513136,0.0,0.4696701,0.4057656,0.0,0.0,0.0,0.0,0.055057917,0.14866994,0.0,0.0,0.0708592
1991,0.0,0.0,0.0,0.4796426,0.0,0.016664708,0.0,0.0,0.716084,0.2682606,0.029289013,0.0,0.055057917,0.0,0.09448023,0.0,0.14699802,0.0,0.013487731,0.0,0.0
1992,0.0,0.0,0.3425853,0.0,0.058611505,0.0,0.20563874,0.055057917,0.06854565,0.21964021,0.039256636,0.01580128,0.0,0.0,1.3447539,0.0,0.055057917,0.0,0.0,0.01580128,0.03160256
1993,0.0,0.0,0.0,0.039256636,0.055057917,0.0,0.0,0.0,0.0,0.0,0.309963,0.01580128,0.0,0.055057917,0.0,0.042673767,0.0,0.0,0.0,0.0,0.01580128
1994,0.055057917,0.0,0.0,0.0,0.0,0.0,0.5198197,0.0,0.0,0.0,0.0,0.029289013,0.7528925,0.12122911,0.029322492,0.0,0.0,0.0,0.17628703,0.0,0.0
1995,0.0,0.06854565,0.0,0.36745393,0.23992424,0.42785034,0.61770445,0.0,0.0,0.06854565,0.11369865,0.0,0.055057917,0.0,0.0,0.0,0.0,0.0,0.055057917,0.0,0.03160256
1996,0.53628194,0.54928017,0.0,0.039256636,0.0,0.10780229,0.01580128,0.0,0.0,0.0,0.0,0.058475047,0.0,0.0,0.01580128,0.0,0.029289013,0.12677306,0.14699802,0.06854565,0.055057917
1997,0.14699802,0.16447122,0.0,0.0,0.01580128,0.0,0.0,0.0,0.045123775,0.0,0.039256636,0.01580128,0.43629125,0.0,0.0,0.01580128,0.0,0.055057917,0.039256636,0.029318234,0.5504404
1998,0.055057917,0.055057917,0.039256636,0.0,0.14290383,0.0,0.0,0.0,0.0,0.0,0.01580128,0.1553172,0.22408947,0.055057917,0.0,0.17453562,0.0,0.01580128,0.01580128,0.01580128,0.23539265
1999,0.0,0.039256636,0.35347095,0.0,0.0,0.0,0.0,0.0,0.03160256,0.06857913,0.0,0.22990201,0.0,0.055057917,0.0,0.0,0.0,0.0,0.01580128,0.0,0.029289013
2000,0.0,0.0,0.06854565,0.0,0.052744366,0.0,0.0,0.0,0.20115991,0.0,0.039256636,0.0,0.06857913,0.0,0.0,0.0,0.0,0.0,0.07088842,0.0,0.18219395
2001,0.0,0.36392578,0.0,0.055057917,0.0,0.0,0.0,0.0,0.01580128,0.4427499,0.0,0.14521739,0.0,0.0,0.055057917,0.0,0.0,0.75999,0.0708592,0.8032624,0.097868145
2002,0.0,1.0547645,0.0,0.0,0.40008184,0.0,0.0,0.0,0.029318234,0.23653632,0.097868145,0.0,0.97633916,0.0,0.09873157,0.16048574,0.055057917,0.01580128,0.0,0.23537312,0.10009361
2003,0.0,0.0,0.23137842,0.0,0.039256636,0.0,0.06360373,0.01580128,0.0,0.0,0.0,0.0,0.38130787,0.0,0.386097,0.5002378,0.0,0.013487731,0.0,0.01580128,0.0
2004,0.06854565,0.67444867,0.039256636,0.30742916,0.029322492,0.0,0.5855516,0.0,0.013487731,0.11011583,0.06854565,0.0,0.039256636,0.0,0.2213562,0.0,0.013487731,0.06854565,0.055057917,0.0,0.013487731
