year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,3.061,0.830,14.077,1.145,5.061,2.250,0.668,9.873,1.121,3.956
2007,3.013,0.710,5.255,0.784,4.926,2.914,0.598,7.178,1.291,5.274
2008,3.137,0.600,9.896,0.915,7.891,2.978,1.381,10.619,1.641,6.813
2009,3.042,0.352,6.908,0.959,5.505,2.333,0.477,6.137,1.332,4.374
2010,2.339,0.182,5.192,0.984,3.493,2.525,0.690,7.263,1.455,5.194
2011,3.010,0.772,9.074,1.352,4.952,2.289,0.624,7.350,0.884,5.236
2012,3.258,0.000,9.382,1.044,7.356,4.026,0.165,7.537,1.082,7.192
2013,1.982,0.578,5.863,0.732,4.520,2.872,0.260,7.058,1.107,4.654
2014,3.652,0.886,8.488,1.450,7.669,4.006,0.210,12.492,1.940,7.008
2015,3.131,0.852,6.173,1.651,5.235,3.876,1.234,8.803,1.959,6.575
2016,3.138,1.413,8.257,1.949,5.862,2.952,0.453,6.213,1.589,5.401
2017,3.005,0.411,9.972,0.905,5.626,4.097,0.873,8.010,1.547,6.777
2018,3.973,0.604,7.850,1.982,5.765,2.493,0.873,6.313,1.242,4.786
2019,3.124,0.070,7.330,1.465,4.610,3.004,1.222,6.235,1.689,4.561
2020,2.630,0.578,7.589,0.933,4.481,3.118,0.076,7.422,1.370,5.491
2021,2.846,0.390,6.700,1.093,4.775,3.370,0.260,9.891,0.950,7.533
2022,3.240,0.917,6.574,1.476,6.413,2.340,0.450,6.445,0.708,5.618
2023,3.503,1.523,9.380,1.687,5.833,3.542,0.696,7.204,1.889,6.537
2024,3.207,0.534,12.699,1.174,6.612,3.303,1.311,6.152,2.084,5.098
2025,3.228,0.656,7.999,1.339,7.619,3.814,1.040,7.693,1.414,6.787
2026,4.254,0.898,11.224,1.520,8.109,3.480,1.228,7.259,1.789,6.374
2027,3.333,1.220,7.570,1.286,6.759,3.816,1.195,10.008,2.291,6.685
2028,2.495,0.274,6.136,1.343,4.631,3.244,0.258,6.497,1.319,5.614
2029,3.226,1.354,8.043,1.675,7.077,3.071,1.386,8.751,1.583,7.840
2030,2.524,0.578,13.333,1.275,5.946,3.704,1.346,14.817,2.440,6.977
2031,2.831,1.330,6.794,1.992,5.856,4.883,0.452,7.738,2.172,6.916
2032,3.846,1.566,7.301,1.747,6.312,3.568,0.971,9.367,1.970,8.171
2033,3.844,0.337,7.549,1.677,7.096,3.499,1.170,13.589,1.537,8.107
2034,2.878,0.822,7.469,1.557,5.589,3.244,0.155,7.950,1.773,7.284
