year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2043,1.515,0.062,4.989,0.497,3.898,2.331,0.670,6.006,0.970,4.163
2044,2.291,0.000,5.658,1.034,4.967,1.368,0.574,5.172,0.670,3.242
2045,1.472,0.194,6.518,0.637,2.902,2.148,0.402,4.638,1.153,4.392
2046,1.710,0.118,4.563,0.673,4.183,2.550,0.214,6.736,0.833,4.829
2047,2.086,0.737,4.514,0.821,3.755,2.163,0.302,6.520,0.661,4.764
2048,2.482,0.227,4.544,0.964,3.788,1.987,0.419,6.373,1.044,4.350
2049,1.771,0.321,4.595,0.669,4.352,2.296,0.227,6.086,0.505,3.873
2050,2.168,0.000,6.581,0.148,3.693,1.967,0.329,5.385,0.395,4.138
2051,2.325,0.632,3.642,1.191,2.891,2.538,0.286,4.533,0.695,4.474
2052,2.550,0.694,5.456,0.848,4.998,2.304,0.989,6.414,1.094,3.981
2053,2.094,0.000,5.122,0.167,4.100,1.820,0.533,5.361,0.746,3.142
2054,2.922,0.050,4.757,0.608,4.199,2.555,0.320,5.532,0.580,4.717
2055,2.262,0.000,5.864,0.724,4.542,2.529,0.436,5.012,0.787,3.846
2056,2.115,0.601,5.821,0.944,3.873,2.444,0.000,5.570,1.369,3.611
2057,2.629,0.095,4.283,1.024,3.988,2.844,0.000,6.629,0.123,4.865
2058,1.945,0.552,4.565,1.054,2.923,1.633,0.237,4.923,0.412,4.771
2059,1.526,0.258,5.080,0.794,3.875,2.703,1.196,7.466,1.541,5.507
2060,2.578,0.000,5.499,0.884,3.947,2.288,0.819,7.211,1.207,5.029
2061,2.506,0.137,4.383,1.176,3.480,2.665,0.642,7.292,1.461,6.292
2062,2.094,0.373,9.311,0.927,5.040,1.985,0.345,6.973,0.745,4.174
2063,2.985,0.395,7.174,1.683,5.790,1.791,0.667,6.918,0.958,5.773
2064,1.964,0.359,7.797,0.999,3.800,2.465,0.095,9.037,0.641,5.096
2065,2.150,0.506,6.523,0.656,4.660,1.750,0.232,6.367,0.337,3.724
2066,2.222,0.000,5.177,0.888,4.151,2.188,0.381,7.598,1.510,4.013
2067,1.658,0.013,5.407,0.617,3.434,1.887,0.000,4.870,0.395,4.137
2068,2.027,0.000,5.921,0.303,3.442,2.824,0.000,6.881,0.417,4.270
2069,2.830,0.871,5.311,1.348,4.351,2.293,0.613,5.642,0.837,4.321
2070,2.083,0.000,5.526,0.754,2.983,2.569,0.536,6.460,1.019,4.931
2071,2.001,0.000,4.327,0.148,3.793,3.977,0.199,8.322,0.797,5.933
2072,1.466,0.000,6.684,0.375,3.313,2.627,0.000,7.099,0.263,4.007
2073,1.792,0.286,5.551,0.740,3.920,2.310,0.113,5.027,0.778,4.357
2074,1.759,0.205,4.402,0.628,4.005,2.152,0.000,4.099,0.565,3.982
2075,2.121,0.177,4.421,0.690,3.127,2.731,0.670,8.221,1.642,6.484
2076,2.291,0.655,3.865,1.039,3.344,2.619,0.152,9.806,1.745,4.147
2077,2.425,0.905,5.225,1.358,3.484,1.916,0.369,9.239,1.021,4.600
2078,2.461,0.319,4.970,1.138,4.490,3.131,0.446,8.715,1.484,6.001
2079,1.782,0.130,4.464,0.508,3.418,2.649,0.741,7.722,1.050,4.299
2080,1.969,0.000,4.803,0.145,3.216,2.247,0.494,9.334,0.840,3.428
2081,1.822,0.000,8.100,0.338,4.617,2.264,0.631,6.805,0.922,6.309
2082,2.402,0.550,6.271,1.202,3.888,2.301,0.296,7.477,0.816,5.240
2083,2.748,0.474,5.427,1.244,4.906,2.993,0.697,5.877,1.356,5.480
2084,1.895,0.224,5.911,0.792,3.799,3.041,0.276,5.241,1.146,4.836
2085,2.009,0.568,5.853,0.724,3.464,2.290,0.000,4.921,0.586,3.712
2086,1.822,0.249,4.770,0.672,4.024,2.696,0.346,7.280,0.693,6.019
2087,1.496,0.450,6.951,0.811,4.304,2.982,0.368,5.314,1.195,4.852
2088,2.055,0.000,5.999,0.402,4.693,1.932,0.375,10.232,0.780,4.744
2089,2.042,0.395,4.238,0.677,3.511,3.457,0.464,5.280,1.541,4.961
2090,2.702,0.697,14.490,1.234,3.841,3.051,0.670,7.428,1.093,4.767
2091,2.290,0.288,4.877,0.428,4.470,2.003,1.074,6.145,1.174,5.102
2092,1.972,0.000,6.062,1.066,5.008,3.169,0.541,8.778,1.131,6.755
2093,2.609,0.506,6.066,1.493,5.086,2.497,0.095,7.856,0.480,4.707
2094,2.027,0.452,5.488,0.582,4.827,2.833,0.055,8.494,1.438,4.801
2095,1.933,0.493,6.059,0.888,3.784,2.851,0.363,5.546,1.169,4.208
2096,2.729,0.371,4.399,0.748,4.334,2.229,0.345,5.338,0.945,4.262
2097,2.519,0.357,7.558,0.986,4.063,2.581,0.450,6.981,1.615,5.594
2098,2.706,0.203,5.578,0.633,4.617,2.232,0.395,6.756,0.787,4.046
2099,1.799,0.154,6.954,0.623,4.314,3.560,1.065,7.752,2.374,4.806
