year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,1.906,0.060,4.632,1.317,4.614,0.929,0.127,4.675,0.496,3.521
2007,1.656,0.474,6.180,0.864,3.039,1.662,0.287,2.591,0.640,2.537
2008,1.434,0.436,4.170,0.661,3.068,1.615,0.130,3.469,0.955,3.392
2009,1.759,0.055,3.876,0.500,2.118,1.986,0.181,5.094,0.383,3.304
2010,1.748,0.190,4.194,0.790,3.061,1.757,0.372,5.584,1.189,4.350
2011,1.765,0.000,4.586,1.220,3.159,1.928,0.000,4.393,0.501,3.806
2012,1.620,0.444,4.545,0.623,2.389,1.833,0.286,4.339,0.801,3.801
2013,1.621,0.000,3.536,0.655,2.753,1.515,0.136,3.150,0.563,2.945
2014,1.605,0.118,6.039,0.173,3.228,1.957,0.363,4.107,1.046,3.044
2015,1.034,0.060,5.067,0.446,3.658,1.195,0.336,3.608,0.458,2.893
2016,1.849,0.346,5.472,0.805,4.354,1.817,0.114,6.098,0.298,3.372
2017,1.758,0.062,4.744,0.595,3.379,1.259,0.140,5.595,0.368,3.055
2018,2.076,0.612,5.341,0.769,3.450,1.647,0.155,5.025,0.431,3.376
2019,1.500,0.487,4.820,0.586,3.458,2.561,0.154,3.718,0.679,3.636
2020,1.844,0.218,5.464,0.779,4.278,1.875,0.087,3.970,0.477,3.091
2021,1.548,0.060,3.433,0.588,2.283,1.586,0.654,3.546,0.795,2.613
2022,1.831,0.177,5.269,0.448,4.621,1.757,0.000,3.986,0.073,3.081
2023,1.925,0.224,5.879,1.188,3.196,1.603,0.180,6.436,0.191,3.545
2024,1.724,0.354,4.371,0.517,3.861,1.749,0.533,5.412,0.683,4.366
2025,1.724,0.670,4.108,0.923,3.477,2.117,0.395,4.420,0.496,3.400
2026,1.713,0.095,4.716,0.491,3.190,1.601,0.060,5.892,0.460,4.184
2027,2.444,0.000,4.231,0.533,3.315,2.060,0.399,3.926,0.887,3.430
2028,2.027,0.000,5.758,0.702,3.140,1.814,0.616,2.999,0.920,2.622
2029,2.649,0.587,6.513,0.970,4.276,2.030,0.493,4.166,1.209,3.169
2030,2.469,0.273,5.485,0.968,3.928,1.643,0.000,4.583,0.296,3.090
2031,1.805,0.459,4.730,0.695,3.398,1.675,0.060,4.694,0.382,3.719
2032,1.944,0.000,4.798,0.294,4.387,1.328,0.378,4.880,0.395,3.019
2033,2.284,0.000,6.020,0.452,4.992,1.834,0.336,4.578,1.101,2.376
2034,1.855,0.350,4.442,0.938,2.856,1.553,0.154,3.849,0.533,3.360
2035,2.320,0.593,5.612,0.849,3.945,2.011,0.379,5.749,0.647,3.207
2036,1.810,0.514,6.510,0.702,4.682,1.790,0.000,3.860,0.329,3.393
2037,1.824,0.000,4.824,0.403,2.957,1.654,0.000,4.226,0.413,2.992
2038,2.303,0.000,3.876,0.255,3.019,1.578,0.000,4.871,0.154,2.079
2039,2.314,0.000,5.711,0.674,3.698,1.614,0.222,5.189,0.670,3.280
2040,1.905,0.000,6.212,0.646,3.547,2.065,0.000,5.932,0.850,4.327
2041,1.542,0.095,5.047,0.412,2.842,2.280,0.095,4.897,0.889,4.568
2042,1.959,0.000,3.514,0.471,2.665,2.128,0.648,5.872,1.135,3.958
