year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,365.000,353.334,365.000,356.550,365.000,365.000,354.586,365.000,360.269,365.000
2007,362.789,342.599,365.000,350.838,365.000,364.581,343.647,365.000,352.986,365.000
2008,363.931,335.224,366.000,349.471,366.000,364.984,316.910,366.000,349.195,366.000
2009,364.528,351.162,365.000,357.763,365.000,365.000,354.442,365.000,360.934,365.000
2010,365.000,340.794,365.000,355.607,365.000,360.357,340.658,365.000,349.157,365.000
2011,365.000,349.280,365.000,353.194,365.000,363.038,350.687,365.000,356.177,365.000
2012,366.000,361.322,366.000,364.092,366.000,365.649,353.440,366.000,355.014,366.000
2013,364.643,337.673,365.000,348.281,365.000,365.000,317.500,365.000,349.817,365.000
2014,363.617,328.676,365.000,351.981,365.000,365.000,348.322,365.000,353.239,365.000
2015,364.039,325.308,365.000,355.254,365.000,363.782,328.869,365.000,350.362,365.000
2016,364.167,335.053,366.000,349.219,366.000,366.000,312.075,366.000,349.862,366.000
2017,364.466,338.666,365.000,345.668,365.000,365.000,352.000,365.000,356.539,365.000
2018,362.538,331.732,365.000,345.657,365.000,365.000,343.581,365.000,349.304,365.000
2019,363.940,348.720,365.000,355.483,365.000,365.000,345.070,365.000,359.799,365.000
2020,366.000,332.458,366.000,356.497,366.000,365.231,333.883,366.000,357.000,366.000
2021,363.744,341.937,365.000,346.646,365.000,364.825,346.068,365.000,357.108,365.000
2022,362.109,338.469,365.000,341.757,365.000,365.000,333.132,365.000,352.068,365.000
2023,361.326,350.732,365.000,356.416,365.000,363.925,324.121,365.000,356.585,365.000
2024,366.000,356.595,366.000,359.130,366.000,365.581,343.781,366.000,351.197,366.000
2025,365.000,316.863,365.000,350.683,365.000,365.000,352.621,365.000,355.367,365.000
2026,364.930,333.930,365.000,348.472,365.000,365.000,349.313,365.000,352.643,365.000
2027,365.000,352.753,365.000,360.268,365.000,365.000,349.919,365.000,359.327,365.000
2028,366.000,347.554,366.000,350.376,366.000,365.673,353.000,366.000,361.037,366.000
2029,365.000,356.215,365.000,356.690,365.000,365.000,358.606,365.000,360.017,365.000
2030,362.036,333.476,365.000,353.374,365.000,365.000,352.025,365.000,359.095,365.000
2031,365.000,350.197,365.000,357.364,365.000,364.014,348.129,365.000,360.581,365.000
2032,366.000,347.135,366.000,354.568,366.000,366.000,324.794,366.000,349.954,366.000
2033,365.000,327.435,365.000,360.599,365.000,362.675,352.970,365.000,358.048,365.000
2034,365.000,357.785,365.000,361.175,365.000,365.000,345.079,365.000,358.973,365.000
2035,365.000,339.714,365.000,354.934,365.000,365.000,349.899,365.000,354.612,365.000
2036,366.000,341.219,366.000,353.955,366.000,366.000,348.083,366.000,356.508,366.000
2037,365.000,342.594,365.000,353.621,365.000,365.000,353.914,365.000,362.464,365.000
2038,365.000,339.198,365.000,358.701,365.000,364.743,342.283,365.000,356.458,365.000
2039,365.000,347.219,365.000,355.423,365.000,365.000,350.823,365.000,359.101,365.000
2040,366.000,355.615,366.000,363.138,366.000,366.000,353.195,366.000,358.000,366.000
2041,365.000,352.868,365.000,356.229,365.000,365.000,331.000,365.000,355.027,365.000
2042,365.000,334.793,365.000,355.665,365.000,364.129,347.299,365.000,359.375,365.000
2043,363.959,343.325,365.000,352.673,365.000,365.000,350.000,365.000,355.284,365.000
2044,366.000,342.131,366.000,358.688,366.000,366.000,359.289,366.000,360.793,366.000
2045,365.000,356.876,365.000,358.892,365.000,365.000,331.082,365.000,360.758,365.000
2046,365.000,351.860,365.000,362.350,365.000,365.000,339.119,365.000,361.337,365.000
2047,365.000,344.511,365.000,354.415,365.000,365.000,337.000,365.000,357.429,365.000
2048,366.000,351.731,366.000,361.305,366.000,366.000,362.714,366.000,365.129,366.000
2049,365.000,349.322,365.000,356.678,365.000,365.000,354.715,365.000,360.981,365.000
2050,365.000,355.483,365.000,364.701,365.000,365.000,327.111,365.000,360.378,365.000
2051,365.000,353.387,365.000,360.169,365.000,365.000,349.000,365.000,360.914,365.000
2052,366.000,356.502,366.000,363.848,366.000,366.000,353.456,366.000,359.914,366.000
2053,365.000,343.843,365.000,359.556,365.000,365.000,355.528,365.000,358.412,365.000
2054,365.000,360.103,365.000,362.300,365.000,365.000,353.799,365.000,363.000,365.000
2055,365.000,354.555,365.000,362.314,365.000,365.000,355.723,365.000,358.382,365.000
2056,363.900,357.000,366.000,358.698,366.000,366.000,340.342,366.000,360.737,366.000
2057,364.525,356.930,365.000,361.587,365.000,365.000,349.741,365.000,363.000,365.000
2058,365.000,346.381,365.000,358.952,365.000,365.000,357.117,365.000,361.390,365.000
2059,365.000,350.789,365.000,362.492,365.000,365.000,359.406,365.000,363.857,365.000
2060,366.000,356.354,366.000,361.483,366.000,366.000,364.948,366.000,366.000,366.000
2061,365.000,345.073,365.000,353.806,365.000,365.000,355.874,365.000,360.014,365.000
2062,365.000,354.547,365.000,359.208,365.000,365.000,325.027,365.000,363.340,365.000
2063,365.000,330.413,365.000,352.787,365.000,365.000,351.038,365.000,361.242,365.000
2064,366.000,359.897,366.000,364.562,366.000,366.000,360.593,366.000,363.008,366.000
2065,365.000,340.503,365.000,358.627,365.000,365.000,353.890,365.000,364.069,365.000
2066,365.000,359.704,365.000,360.375,365.000,365.000,356.636,365.000,360.675,365.000
2067,365.000,357.992,365.000,361.972,365.000,365.000,360.265,365.000,363.910,365.000
2068,366.000,350.591,366.000,357.467,366.000,366.000,362.505,366.000,363.820,366.000
2069,365.000,359.097,365.000,362.626,365.000,365.000,361.607,365.000,363.387,365.000
2070,365.000,336.271,365.000,359.401,365.000,365.000,359.819,365.000,364.627,365.000
