year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,0.000,0.000,0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2008,0.000,0.000,0.232,0.000,0.000,0.000,0.000,0.050,0.000,0.000
2009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.178,0.000,0.000
2013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2018,0.000,0.000,0.405,0.000,0.012,0.000,0.000,0.000,0.000,0.000
2019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021,0.000,0.000,0.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136,0.000,0.000
2025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026,0.000,0.000,0.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2031,0.000,0.000,1.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2033,0.000,0.000,1.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2039,0.000,0.000,0.347,0.000,0.026,0.000,0.000,0.000,0.000,0.000
2040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000
2041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000
2063,0.000,0.000,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2070,0.000,0.000,0.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2076,0.000,0.000,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2079,0.000,0.000,0.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
