year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.030,0.000,1.398,0.000,1.134,0.000,0.000,0.947,0.000,0.820
2007,0.089,0.000,1.351,0.000,0.488,0.060,0.000,0.927,0.000,0.533
2008,0.089,0.000,0.533,0.000,0.496,0.055,0.000,0.838,0.000,0.450
2009,0.000,0.000,0.670,0.000,0.530,0.082,0.000,1.007,0.000,0.853
2010,0.095,0.000,1.229,0.000,0.786,0.210,0.000,1.402,0.000,0.661
2011,0.194,0.000,1.677,0.000,0.873,0.068,0.000,1.672,0.000,0.965
2012,0.000,0.000,0.670,0.000,0.409,0.123,0.000,1.280,0.000,0.570
2013,0.139,0.000,1.005,0.000,0.590,0.000,0.000,1.109,0.000,0.283
2014,0.000,0.000,1.082,0.000,0.738,0.122,0.000,0.810,0.000,0.685
2015,0.030,0.000,1.006,0.000,0.478,0.000,0.000,0.510,0.000,0.446
2016,0.055,0.000,1.489,0.000,0.594,0.000,0.000,1.010,0.000,0.726
2017,0.048,0.000,1.140,0.000,0.934,0.000,0.000,1.367,0.000,0.651
2018,0.123,0.000,0.666,0.000,0.483,0.219,0.000,1.396,0.000,0.583
2019,0.340,0.000,1.491,0.000,0.910,0.226,0.000,0.953,0.000,0.865
2020,0.095,0.000,1.605,0.000,0.704,0.196,0.000,1.351,0.000,0.506
2021,0.085,0.000,0.670,0.000,0.541,0.000,0.000,0.790,0.000,0.453
2022,0.108,0.000,0.962,0.000,0.749,0.060,0.000,0.559,0.000,0.474
2023,0.000,0.000,1.192,0.000,0.538,0.000,0.000,1.609,0.000,0.474
2024,0.000,0.000,1.325,0.000,0.951,0.055,0.000,1.295,0.000,1.090
2025,0.279,0.000,0.943,0.000,0.538,0.141,0.000,0.956,0.000,0.555
2026,0.031,0.000,1.563,0.000,1.162,0.154,0.000,2.208,0.000,0.950
2027,0.234,0.000,1.264,0.000,0.731,0.068,0.000,0.671,0.000,0.588
2028,0.075,0.000,1.056,0.000,0.652,0.000,0.000,0.455,0.000,0.415
2029,0.480,0.000,1.950,0.000,1.214,0.184,0.000,1.558,0.000,0.869
2030,0.130,0.000,1.752,0.000,1.071,0.000,0.000,1.469,0.000,0.612
2031,0.034,0.000,0.833,0.000,0.657,0.070,0.000,2.362,0.000,0.725
2032,0.227,0.000,1.189,0.000,1.089,0.000,0.000,1.037,0.000,0.716
2033,0.258,0.000,1.814,0.000,0.799,0.027,0.000,1.138,0.000,0.615
2034,0.106,0.000,0.533,0.000,0.410,0.182,0.000,0.764,0.000,0.571
2035,0.160,0.000,1.460,0.000,0.886,0.000,0.000,2.100,0.000,0.420
2036,0.007,0.000,2.307,0.000,0.793,0.210,0.000,1.143,0.000,0.670
2037,0.000,0.000,0.592,0.000,0.305,0.000,0.000,1.065,0.000,0.544
2038,0.262,0.000,0.821,0.000,0.593,0.000,0.000,1.071,0.000,0.392
2039,0.142,0.000,1.323,0.000,0.645,0.109,0.000,0.872,0.000,0.640
2040,0.000,0.000,1.697,0.000,0.882,0.296,0.000,1.240,0.000,0.530
2041,0.027,0.000,1.370,0.000,0.730,0.070,0.000,1.389,0.000,0.670
2042,0.111,0.000,0.888,0.000,0.484,0.245,0.000,1.463,0.000,0.815
2043,0.027,0.000,0.776,0.000,0.488,0.326,0.000,1.646,0.000,1.203
2044,0.451,0.000,1.306,0.000,0.857,0.154,0.000,0.879,0.000,0.482
2045,0.000,0.000,1.315,0.000,0.656,0.095,0.000,1.476,0.000,0.789
2046,0.034,0.000,0.999,0.000,0.576,0.171,0.000,1.435,0.000,1.200
2047,0.085,0.000,1.125,0.000,0.698,0.113,0.000,1.613,0.000,1.105
2048,0.333,0.000,1.463,0.000,0.913,0.287,0.000,1.619,0.000,1.161
2049,0.153,0.000,1.313,0.000,0.787,0.395,0.000,1.646,0.000,0.774
2050,0.108,0.000,2.171,0.000,0.627,0.104,0.000,2.549,0.000,1.337
2051,0.237,0.000,1.007,0.000,0.819,0.055,0.000,1.331,0.000,0.859
2052,0.258,0.000,2.133,0.000,1.625,0.201,0.000,0.945,0.000,0.666
2053,0.111,0.000,1.085,0.000,0.711,0.126,0.000,1.994,0.000,0.639
2054,0.363,0.000,0.872,0.000,0.764,0.431,0.000,1.546,0.000,0.965
2055,0.194,0.000,1.201,0.000,1.011,0.320,0.000,1.726,0.000,1.366
2056,0.060,0.000,2.545,0.000,1.102,0.144,0.000,0.810,0.000,0.515
2057,0.102,0.000,0.928,0.000,0.793,0.323,0.000,1.890,0.000,0.885
2058,0.100,0.000,1.160,0.000,0.727,0.068,0.000,1.147,0.000,0.619
2059,0.075,0.000,1.547,0.000,0.731,0.474,0.000,1.605,0.000,0.837
2060,0.253,0.000,1.943,0.000,1.086,0.283,0.000,1.597,0.000,0.986
2061,0.241,0.000,1.181,0.000,0.872,0.550,0.000,2.121,0.000,1.246
2062,0.076,0.000,1.935,0.000,0.853,0.136,0.000,1.085,0.000,0.924
2063,0.426,0.000,2.075,0.000,1.546,0.000,0.000,1.410,0.000,1.062
2064,0.327,0.000,2.457,0.000,0.784,0.343,0.000,2.030,0.000,1.127
2065,0.308,0.000,1.475,0.000,0.777,0.210,0.000,1.634,0.000,0.671
2066,0.231,0.000,1.518,0.000,0.719,0.447,0.000,1.260,0.000,0.859
2067,0.058,0.000,0.652,0.000,0.488,0.174,0.000,1.064,0.000,0.747
2068,0.014,0.000,1.834,0.000,1.204,0.220,0.000,1.211,0.000,0.858
2069,0.198,0.000,1.659,0.000,1.362,0.192,0.000,1.281,0.000,0.718
2070,0.071,0.000,1.166,0.000,1.020,0.155,0.000,2.143,0.000,1.193
2071,0.000,0.000,1.097,0.000,0.723,0.615,0.000,1.846,0.000,1.189
2072,0.000,0.000,1.466,0.000,0.815,0.000,0.000,1.960,0.000,0.947
