year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.000,0.000,1.404,0.000,0.098,0.000,0.000,0.924,0.000,0.058
2007,0.000,0.000,4.809,0.000,0.334,0.000,0.000,2.050,0.000,0.406
2008,0.000,0.000,5.693,0.000,0.197,0.000,0.000,1.932,0.000,0.987
2009,0.000,0.000,0.348,0.000,0.027,0.000,0.000,0.987,0.000,0.000
2010,0.000,0.000,1.060,0.000,0.100,0.000,0.000,1.145,0.000,0.348
2011,0.000,0.000,1.910,0.000,0.006,0.000,0.000,3.663,0.000,0.000
2012,0.000,0.000,1.000,0.000,0.000,0.000,0.000,2.235,0.000,0.596
2013,0.000,0.000,3.472,0.000,0.881,0.000,0.000,1.826,0.000,0.000
2014,0.000,0.000,1.173,0.000,0.033,0.000,0.000,0.897,0.000,0.000
2015,0.000,0.000,3.964,0.000,0.444,0.000,0.000,2.074,0.000,0.248
2016,0.000,0.000,2.032,0.000,0.632,0.000,0.000,1.247,0.000,0.000
2017,0.000,0.000,1.973,0.000,1.031,0.000,0.000,0.835,0.000,0.000
2018,0.000,0.000,3.045,0.000,1.631,0.000,0.000,1.116,0.000,0.000
2019,0.000,0.000,0.216,0.000,0.000,0.000,0.000,0.621,0.000,0.000
2020,0.000,0.000,1.510,0.000,0.570,0.000,0.000,1.987,0.000,0.000
2021,0.000,0.000,1.823,0.000,0.019,0.000,0.000,0.346,0.000,0.128
2022,0.000,0.000,1.152,0.000,0.509,0.000,0.000,2.726,0.000,0.544
2023,0.000,0.000,0.058,0.000,0.006,0.000,0.000,1.919,0.000,0.965
2024,0.000,0.000,0.917,0.000,0.006,0.000,0.000,5.256,0.000,0.675
2025,0.000,0.000,1.747,0.000,0.688,0.000,0.000,0.987,0.000,0.000
2026,0.000,0.000,2.112,0.000,1.146,0.000,0.000,2.867,0.000,0.465
2027,0.000,0.000,2.117,0.000,0.297,0.000,0.000,0.784,0.000,0.116
2028,0.000,0.000,2.362,0.000,0.110,0.000,0.000,1.000,0.000,0.000
2029,0.000,0.000,2.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2030,0.000,0.000,1.979,0.000,1.451,0.000,0.000,0.516,0.000,0.000
2031,0.000,0.000,3.707,0.000,0.136,0.000,0.000,1.494,0.000,0.594
2032,0.000,0.000,0.346,0.000,0.018,0.000,0.000,2.060,0.000,0.936
2033,0.000,0.000,9.823,0.000,0.631,0.000,0.000,0.583,0.000,0.000
2034,0.000,0.000,1.905,0.000,0.713,0.000,0.000,2.470,0.000,0.000
