year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,0.000,0.000,4.956,0.000,1.289,0.000,0.000,0.429,0.000,0.242
2007,0.000,0.000,2.113,0.000,0.392,0.000,0.000,2.845,0.000,0.838
2008,0.000,0.000,1.331,0.000,0.916,0.000,0.000,3.437,0.000,1.552
2009,0.007,0.000,1.307,0.000,1.088,0.000,0.000,0.830,0.000,0.163
2010,0.000,0.000,0.557,0.000,0.279,0.000,0.000,0.833,0.000,0.407
2011,0.000,0.000,1.988,0.000,0.314,0.000,0.000,0.578,0.000,0.274
2012,0.000,0.000,1.590,0.000,0.589,0.055,0.000,2.007,0.000,0.999
2013,0.000,0.000,1.248,0.000,0.083,0.000,0.000,0.875,0.000,0.370
2014,0.004,0.000,2.506,0.000,0.525,0.055,0.000,1.605,0.000,1.189
2015,0.038,0.000,1.514,0.000,1.137,0.450,0.000,1.932,0.000,1.621
2016,0.011,0.000,0.578,0.000,0.398,0.000,0.000,1.437,0.000,0.528
2017,0.000,0.000,1.242,0.000,0.795,0.000,0.000,1.131,0.000,0.842
2018,0.198,0.000,0.790,0.000,0.660,0.000,0.000,1.156,0.000,0.393
2019,0.000,0.000,0.833,0.000,0.191,0.000,0.000,1.362,0.000,0.174
2020,0.000,0.000,0.522,0.000,0.114,0.000,0.000,1.734,0.000,1.401
2021,0.000,0.000,1.169,0.000,0.432,0.000,0.000,1.659,0.000,0.903
2022,0.000,0.000,2.869,0.000,1.352,0.000,0.000,0.710,0.000,0.322
2023,0.014,0.000,1.732,0.000,0.852,0.076,0.000,1.400,0.000,0.591
2024,0.039,0.000,1.467,0.000,1.004,0.000,0.000,0.752,0.000,0.471
2025,0.000,0.000,4.316,0.000,0.413,0.076,0.000,1.337,0.000,0.534
2026,0.055,0.000,1.851,0.000,0.823,0.000,0.000,0.656,0.000,0.526
2027,0.011,0.000,2.392,0.000,0.657,0.371,0.000,2.729,0.000,1.351
2028,0.000,0.000,0.578,0.000,0.165,0.000,0.000,2.011,0.000,1.319
2029,0.087,0.000,3.140,0.000,1.277,0.085,0.000,2.064,0.000,1.790
2030,0.000,0.000,1.312,0.000,0.684,0.301,0.000,5.230,0.000,1.164
2031,0.000,0.000,0.578,0.000,0.344,0.233,0.000,2.443,0.000,1.303
