year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2028,7.916,0.274,17.260,2.504,9.923,7.902,0.271,20.645,2.241,15.238
2029,9.162,3.001,21.793,4.734,16.625,10.375,2.993,22.700,4.365,17.628
2030,7.292,1.114,29.162,2.370,17.332,8.892,3.255,29.027,5.446,16.180
2031,6.163,2.701,18.304,2.930,14.914,11.261,0.479,17.688,6.211,16.441
2032,9.710,2.419,20.923,2.930,15.645,8.161,2.312,25.360,4.217,16.549
2033,9.749,0.456,20.537,2.530,17.957,12.704,3.219,30.602,4.148,20.192
2034,7.277,2.788,28.263,3.624,17.129,7.508,0.261,27.621,4.188,17.756
2035,7.130,1.315,25.506,3.710,15.894,11.414,3.107,31.652,5.732,29.116
2036,9.863,1.392,20.413,3.377,17.950,9.367,1.635,20.258,4.260,18.440
2037,10.087,1.770,26.337,5.852,18.041,8.233,2.673,29.188,2.857,19.745
2038,8.247,1.201,20.769,1.566,17.814,12.415,2.387,29.408,6.098,25.783
2039,8.614,2.025,19.956,3.172,19.185,14.906,3.577,27.110,5.872,23.189
2040,10.281,0.798,27.289,3.364,15.489,10.781,2.109,26.786,4.992,20.304
2041,8.536,3.668,18.905,4.342,17.561,12.435,1.888,27.260,5.372,24.431
2042,9.047,3.248,17.534,4.031,17.142,12.335,4.262,26.803,6.196,21.410
2043,11.046,2.785,21.455,3.308,17.417,12.993,1.237,27.209,4.412,25.594
2044,12.446,2.708,33.358,5.108,22.082,11.606,2.537,21.584,3.545,19.444
2045,7.859,1.170,36.130,2.731,17.598,12.799,4.456,33.022,7.617,22.555
2046,6.400,1.461,26.205,2.683,15.703,13.231,2.865,28.225,6.482,25.687
2047,11.547,1.537,27.092,2.785,19.367,15.054,1.980,28.729,5.353,24.481
2048,9.570,4.897,24.091,6.328,18.402,15.482,4.362,35.219,6.534,27.644
2049,8.592,1.226,29.453,3.550,18.759,16.092,2.601,26.569,7.744,24.354
2050,13.247,1.131,25.197,4.604,24.188,11.945,2.245,43.452,8.027,32.479
2051,12.160,3.070,27.835,3.797,24.016,16.480,3.581,32.325,9.702,25.833
2052,11.497,3.569,29.354,6.263,20.277,16.936,2.704,32.834,8.241,29.017
2053,12.391,2.935,38.276,5.929,21.111,20.243,5.444,35.599,12.015,32.910
2054,14.000,5.461,24.415,6.749,19.742,17.728,3.429,42.578,5.969,30.988
2055,14.848,4.601,31.531,7.519,23.800,17.080,6.826,34.913,10.224,29.730
2056,11.533,2.381,30.580,4.780,27.309,20.622,9.027,33.252,13.329,29.900
2057,14.028,0.286,29.096,6.536,27.499,17.660,7.085,49.811,8.335,32.212
2058,13.424,2.731,31.299,5.904,25.075,16.007,4.259,27.876,9.055,26.964
2059,13.982,1.404,20.956,3.939,19.020,17.338,7.805,34.925,10.153,28.575
2060,14.354,2.077,21.445,5.228,18.661,22.489,3.508,38.894,14.010,32.820
2061,12.603,4.504,35.540,5.827,29.937,21.278,2.598,49.335,5.764,27.754
2062,15.063,2.470,41.890,7.283,26.889,17.603,2.837,41.578,11.425,35.273
2063,13.517,1.560,26.606,7.064,25.094,15.564,4.356,45.526,11.060,31.851
2064,13.008,2.871,30.625,6.467,23.615,20.678,3.037,44.873,10.535,34.194
2065,11.200,0.719,30.808,5.257,23.322,24.567,11.474,48.154,17.225,39.442
2066,15.324,3.126,29.504,7.175,23.279,25.450,12.145,50.779,15.844,41.950
2067,11.676,5.689,36.824,6.336,22.123,22.919,5.234,55.987,9.324,43.010
2068,13.222,1.876,23.472,7.378,18.898,23.606,9.896,44.723,12.342,38.776
2069,15.399,1.515,43.903,4.471,26.355,25.160,11.555,40.659,18.128,33.359
2070,15.608,3.510,26.665,7.571,22.930,22.769,11.533,43.122,13.094,36.093
2071,21.181,4.188,39.297,8.936,27.589,27.962,11.827,41.718,16.298,39.358
2072,15.956,3.030,39.181,8.431,25.366,30.583,7.494,54.525,15.013,45.705
2073,16.751,1.384,29.383,6.255,26.302,26.904,14.592,56.956,14.796,43.772
2074,12.125,3.000,49.466,6.190,24.979,23.978,11.671,35.054,15.167,31.194
2075,14.345,5.734,31.895,6.922,25.651,27.816,9.836,56.332,12.669,42.977
2076,14.841,7.977,31.425,9.624,27.891,26.783,9.368,57.630,20.150,44.278
2077,16.202,2.427,32.857,5.242,28.643,32.808,6.970,66.787,19.603,45.472
2078,14.608,7.956,40.743,9.165,30.497,28.535,13.467,64.968,16.756,43.046
2079,15.788,7.376,30.831,9.647,24.292,30.854,11.230,61.309,14.142,46.064
2080,16.146,5.028,27.704,8.873,24.896,31.487,7.084,66.161,13.436,56.554
2081,17.073,1.714,31.633,5.783,28.491,38.847,9.105,67.737,11.130,43.208
2082,15.997,4.822,24.616,7.649,21.688,33.311,15.902,54.896,21.566,47.873
2083,15.914,3.692,30.659,7.778,25.104,31.777,11.240,70.039,20.126,51.817
2084,15.426,7.380,41.547,8.858,29.424,30.050,10.850,60.196,16.641,49.570
2085,15.524,4.801,32.177,7.610,28.892,43.538,17.837,58.554,25.490,53.761
2086,16.570,1.926,35.805,10.785,27.734,36.469,13.975,67.020,21.785,47.601
2087,14.934,1.838,29.077,6.535,23.648,34.837,15.719,66.823,24.219,64.334
2088,16.710,2.348,31.126,5.005,28.492,34.825,15.827,61.092,22.404,55.553
2089,18.472,6.908,35.428,9.253,30.489,44.495,18.713,67.663,24.914,60.881
2090,16.775,3.904,43.011,6.096,22.356,40.576,11.999,72.795,28.618,60.580
2091,18.508,7.456,30.669,8.593,28.023,38.765,17.786,63.970,27.270,59.247
2092,19.271,3.543,29.310,8.194,29.208,42.449,17.699,69.545,27.791,63.332
2093,14.503,6.608,23.627,8.057,20.015,42.676,16.476,85.908,23.628,54.457
2094,17.061,7.975,36.218,11.503,23.488,36.770,6.411,68.699,24.720,61.716
2095,16.192,6.995,43.225,10.337,29.387,34.799,19.735,76.030,24.508,58.746
2096,18.179,6.803,37.803,9.504,30.656,39.477,17.961,75.794,22.802,61.157
2097,23.098,7.024,35.802,10.954,29.572,43.565,21.534,69.560,25.331,64.775
2098,18.568,5.058,36.808,6.016,34.837,45.553,16.117,82.869,29.964,66.078
2099,16.479,10.975,42.599,11.437,27.651,44.033,20.918,87.042,26.010,71.289
