year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,358.057,309.196,365.000,323.321,364.841,352.763,307.769,365.000,320.662,364.757
2007,352.082,320.777,365.000,330.604,364.460,350.514,304.058,364.838,334.896,364.092
2008,350.043,307.618,366.000,330.843,366.000,355.646,334.344,366.000,340.831,365.623
2009,358.575,339.240,365.000,349.678,364.509,350.788,332.596,365.000,336.584,361.406
2010,348.493,329.849,364.798,331.939,364.619,358.447,315.714,365.000,323.999,365.000
2011,355.166,331.280,365.000,338.761,364.247,350.278,305.462,365.000,320.205,364.933
2012,350.990,303.620,366.000,339.787,365.696,350.927,332.203,366.000,342.042,363.452
2013,357.912,328.386,365.000,334.874,364.539,351.449,324.278,365.000,338.457,364.843
2014,358.260,335.231,365.000,347.532,364.571,353.273,303.702,364.730,332.207,361.353
2015,356.330,319.955,365.000,324.480,364.988,348.269,325.328,364.819,334.338,364.514
2016,353.916,328.078,366.000,341.789,363.713,353.170,322.785,366.000,335.772,361.988
2017,355.465,322.644,365.000,337.223,364.867,353.137,329.452,365.000,330.831,364.784
2018,360.934,311.735,364.921,328.495,364.628,353.146,325.334,365.000,329.794,361.959
2019,352.122,309.858,365.000,331.979,363.087,354.295,331.525,365.000,336.061,362.132
2020,353.491,330.953,366.000,335.161,365.709,349.544,314.111,366.000,332.240,366.000
2021,348.280,308.023,364.669,334.917,361.908,358.060,301.825,365.000,329.130,365.000
2022,353.543,331.555,365.000,335.282,364.726,351.717,321.106,363.232,325.834,360.033
2023,355.494,314.712,364.100,332.843,363.625,352.294,334.372,363.894,342.135,361.449
2024,359.955,321.149,366.000,341.512,365.551,359.441,341.228,366.000,343.272,366.000
2025,359.244,331.771,365.000,336.398,363.998,360.474,311.384,365.000,347.636,364.622
2026,358.541,332.263,365.000,344.668,365.000,350.751,336.000,365.000,344.018,363.308
2027,357.840,320.187,365.000,340.075,364.742,360.782,327.387,365.000,335.987,365.000
2028,355.863,331.265,365.986,339.395,364.866,353.480,325.159,366.000,333.538,365.971
2029,354.762,345.217,365.000,347.618,363.716,355.698,326.285,364.983,342.687,364.867
2030,357.056,333.119,365.000,344.407,365.000,360.924,343.724,365.000,347.485,365.000
2031,360.425,298.436,365.000,348.820,365.000,360.788,311.824,365.000,345.315,364.973
2032,358.069,339.053,366.000,343.260,365.575,358.516,326.939,366.000,345.023,365.815
2033,357.669,331.963,364.709,333.340,362.725,358.184,324.695,365.000,347.664,364.879
2034,357.985,334.531,365.000,338.395,365.000,354.725,321.031,365.000,344.085,363.745
2035,351.082,299.954,365.000,338.543,362.916,355.627,337.194,365.000,342.711,365.000
2036,361.035,317.008,366.000,342.740,365.854,360.845,312.765,366.000,341.762,365.730
2037,361.074,327.185,365.000,348.146,365.000,358.912,319.884,365.000,345.101,364.973
2038,361.595,293.510,365.000,347.289,365.000,354.710,316.079,365.000,337.872,364.315
2039,360.479,323.740,365.000,345.540,365.000,363.662,336.462,365.000,352.136,365.000
2040,356.294,335.348,366.000,342.769,365.842,359.195,335.083,366.000,337.681,365.417
2041,359.407,339.077,365.000,346.909,365.000,354.343,334.829,365.000,339.228,364.232
