year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2006,2.968,0.000,28.409,0.278,12.832,1.991,0.157,8.991,0.627,6.505
2007,2.780,0.194,20.788,0.666,9.978,3.743,0.000,16.984,0.440,12.301
2008,4.443,0.014,28.713,0.392,11.309,3.495,0.155,20.391,0.972,8.423
2009,3.269,0.218,9.139,0.428,6.797,2.717,0.115,11.707,0.773,8.308
2010,3.157,0.007,10.272,0.457,6.077,3.653,0.000,20.439,0.178,13.027
2011,3.732,0.085,37.922,1.465,13.446,5.071,0.388,31.875,0.736,12.162
2012,4.559,0.235,18.725,0.924,9.739,4.517,0.024,29.790,1.345,10.089
2013,7.089,0.017,18.430,0.986,12.112,6.672,0.133,24.408,0.378,16.613
2014,4.596,0.910,17.054,2.277,8.942,4.354,0.313,36.622,0.965,9.083
2015,3.632,0.177,17.819,0.474,11.023,1.682,0.099,21.758,0.337,14.945
2016,4.372,0.136,26.661,1.051,15.336,3.383,0.083,18.484,0.609,10.836
2017,6.333,0.249,29.457,0.402,15.648,6.031,0.896,16.942,2.081,12.043
2018,4.203,0.044,15.419,0.455,10.097,6.419,2.136,33.352,2.889,17.009
2019,3.799,0.440,14.306,0.915,12.681,9.798,1.364,35.471,1.545,19.272
2020,8.237,1.012,22.547,1.146,16.825,4.932,0.003,27.082,1.525,15.958
2021,4.339,0.780,20.720,1.585,14.446,6.339,0.103,16.688,2.698,12.712
2022,3.745,0.620,15.082,1.331,10.425,5.757,0.476,24.136,1.141,12.864
2023,3.766,0.024,19.877,1.098,17.501,6.134,1.191,56.431,2.117,16.398
2024,4.536,0.010,24.920,0.990,12.991,9.786,1.906,26.219,5.159,20.992
2025,5.725,0.194,16.791,0.259,14.816,4.285,1.234,29.512,1.886,15.819
2026,5.105,1.422,29.056,2.632,17.761,4.427,0.808,18.202,1.304,10.288
2027,8.200,0.323,24.057,1.814,16.918,7.091,1.537,28.845,2.338,16.372
2028,11.025,0.526,18.409,2.112,17.699,11.949,1.410,19.716,2.813,19.663
2029,7.417,0.007,26.976,0.327,20.968,8.296,0.119,31.502,2.817,17.047
2030,7.866,0.697,28.904,1.461,18.001,10.325,2.178,32.415,4.810,19.025
2031,5.810,0.293,40.774,2.285,16.513,7.214,1.010,34.848,3.049,17.707
2032,7.894,1.035,28.796,2.515,18.541,7.052,0.041,39.540,2.005,24.101
2033,9.228,0.391,31.446,2.911,16.955,6.035,1.462,57.091,2.064,28.034
2034,12.741,0.494,18.936,5.818,17.902,9.921,0.579,38.659,1.846,31.082
2035,11.065,2.354,26.786,3.271,21.603,10.360,2.209,30.258,3.294,17.949
2036,10.133,0.300,34.348,1.879,22.336,17.971,0.263,44.982,2.828,34.245
2037,7.673,0.976,40.034,2.591,17.659,12.788,2.614,37.177,5.279,29.813
2038,10.813,4.015,30.513,4.552,25.217,8.229,0.027,42.677,2.733,26.046
2039,9.625,2.077,39.164,3.671,21.690,11.866,2.704,50.089,3.556,34.013
2040,12.863,1.343,40.989,2.971,37.202,15.220,2.845,36.048,5.266,28.703
2041,12.789,0.239,43.821,2.460,19.531,14.862,0.559,43.645,7.012,23.926
2042,12.019,0.797,34.268,1.025,22.703,14.888,3.880,50.966,7.413,33.994
2043,12.332,0.038,51.926,2.180,32.509,19.268,3.590,33.873,3.980,29.265
2044,8.848,0.575,20.655,1.326,16.126,15.492,4.527,55.775,9.187,25.718
2045,14.280,2.683,36.213,4.196,26.150,21.250,1.046,48.224,2.465,41.494
2046,19.798,1.592,41.323,9.216,29.210,22.538,1.696,55.247,8.909,44.405
2047,20.206,1.804,38.837,4.673,31.076,20.892,4.561,53.222,10.720,36.174
2048,12.091,4.021,49.717,5.837,22.114,25.269,3.598,49.635,8.008,45.423
2049,13.427,4.597,41.326,6.177,32.092,25.197,1.168,55.699,10.062,45.316
2050,18.736,0.309,58.592,5.227,29.770,18.974,4.346,39.843,9.330,35.785
2051,13.751,0.486,30.776,3.045,23.363,23.797,4.517,45.851,6.790,37.956
2052,13.899,1.647,38.138,2.957,32.414,24.777,2.154,52.042,10.522,48.960
2053,17.753,1.528,53.495,2.432,29.115,30.590,11.674,64.060,17.715,42.514
2054,12.618,0.888,34.309,3.286,20.218,30.450,3.215,55.171,14.402,43.140
2055,15.400,4.426,40.173,4.962,25.381,27.831,9.460,53.089,17.031,45.843
2056,18.671,1.311,43.638,5.003,33.082,27.939,3.226,64.011,13.446,49.037
2057,18.688,1.787,49.123,3.200,33.961,25.203,5.587,53.905,11.452,50.986
2058,17.700,4.930,40.690,7.194,34.204,38.541,11.384,58.311,14.117,51.791
2059,21.297,2.483,58.984,6.221,38.405,28.861,2.310,73.940,11.438,50.464
2060,15.059,0.558,59.473,3.603,33.038,31.856,3.171,76.390,10.108,60.798
2061,18.508,0.926,40.266,6.546,29.270,34.936,10.749,65.951,20.513,59.084
2062,17.611,4.985,46.155,6.947,39.380,30.881,15.466,69.166,18.238,54.986
