year,rcp45median,rcp45min,rcp45max,rcp45p10,rcp45p90,rcp85median,rcp85min,rcp85max,rcp85p10,rcp85p90
2063,17.682,1.644,37.958,4.992,32.077,35.299,9.795,63.168,19.920,60.116
2064,18.039,0.874,53.204,4.144,35.861,42.732,22.847,84.261,24.419,68.949
2065,18.415,2.238,49.701,5.398,39.316,43.236,5.215,80.656,11.539,76.513
2066,17.079,3.512,47.028,5.889,38.188,37.740,7.695,82.160,21.341,53.321
2067,19.725,3.109,52.779,6.900,38.594,41.467,19.388,67.496,24.302,64.682
2068,16.564,3.304,45.163,5.696,31.771,45.382,17.459,75.136,24.196,62.638
2069,23.113,3.697,43.835,7.493,40.006,52.180,8.380,89.561,22.632,65.158
2070,18.581,1.800,57.011,4.657,28.172,49.608,3.449,73.843,19.601,70.591
2071,14.888,2.191,39.685,2.861,33.476,44.913,2.286,87.650,24.492,72.566
2072,20.433,6.884,62.376,13.437,37.339,48.909,21.892,88.468,22.541,75.291
2073,17.393,2.534,48.172,4.308,36.841,51.029,17.817,104.032,20.309,78.633
2074,25.111,6.548,40.989,12.901,39.354,51.692,26.888,90.614,37.559,72.325
2075,23.175,5.061,43.728,13.192,39.248,44.381,18.482,102.693,32.671,74.770
2076,21.471,4.004,50.987,9.256,43.655,56.241,2.971,81.331,31.563,78.767
2077,19.520,6.461,61.506,9.537,33.945,65.200,11.451,91.081,33.343,83.011
2078,18.659,2.185,47.046,5.789,38.406,54.002,12.090,80.087,25.433,78.599
2079,20.232,6.490,50.918,9.280,36.697,61.973,18.662,103.889,21.346,74.535
2080,22.451,2.756,47.523,13.219,38.463,52.711,17.135,97.737,32.925,81.571
2081,22.092,2.502,41.126,2.789,39.068,52.013,18.300,103.428,23.570,94.077
2082,28.853,7.424,50.389,9.282,38.528,59.155,14.482,96.041,37.555,78.275
2083,24.064,2.704,64.592,11.101,37.370,60.403,16.730,103.243,37.202,96.878
2084,16.989,2.824,52.534,7.116,38.006,65.224,17.407,97.957,28.701,76.493
2085,21.580,0.875,56.424,8.008,39.855,65.382,20.467,107.229,39.835,99.690
2086,21.330,2.388,54.515,7.885,42.660,63.086,24.628,107.390,38.200,95.707
2087,21.832,0.835,85.535,11.392,35.007,71.775,14.690,116.738,28.277,94.903
2088,17.684,0.837,41.933,7.954,37.725,76.565,24.537,119.493,38.506,104.488
2089,16.695,0.781,60.342,3.724,33.771,70.951,14.819,101.361,36.709,95.122
2090,21.205,4.384,52.591,6.045,38.245,79.325,26.042,127.849,33.519,113.502
2091,18.727,1.630,48.552,4.956,40.843,76.464,30.879,117.338,39.662,103.572
2092,24.389,2.167,72.044,7.123,42.688,74.571,25.705,120.588,44.737,106.830
2093,27.787,9.606,49.633,11.695,45.950,83.808,32.990,111.187,39.208,108.219
2094,18.772,1.544,56.631,10.037,49.090,85.946,35.842,131.855,43.707,119.579
2095,23.037,3.099,46.956,9.010,42.628,83.152,22.400,115.973,55.714,109.224
2096,16.501,1.113,63.780,4.258,41.644,83.655,36.255,116.524,49.172,111.680
2097,23.625,1.448,59.045,5.278,49.443,77.660,26.766,128.738,38.616,107.109
2098,24.159,3.640,61.559,6.508,46.247,82.534,22.112,116.156,53.094,103.948
2099,25.639,0.362,51.517,7.777,39.239,81.467,52.922,133.230,59.060,111.048
