year,median,min,max,p10,p90
1950,0.000,0.000,0.210,0.000,0.000
1951,0.000,0.000,0.474,0.000,0.000
1952,0.000,0.000,0.224,0.000,0.000
1953,0.000,0.000,0.474,0.000,0.382
1954,0.000,0.000,0.000,0.000,0.000
1955,0.000,0.000,0.186,0.000,0.000
1956,0.000,0.000,0.000,0.000,0.000
1957,0.000,0.000,0.272,0.000,0.000
1958,0.000,0.000,0.109,0.000,0.000
1959,0.000,0.000,0.132,0.000,0.000
1960,0.000,0.000,0.058,0.000,0.000
1961,0.000,0.000,0.395,0.000,0.119
1962,0.000,0.000,0.481,0.000,0.113
1963,0.000,0.000,0.000,0.000,0.000
1964,0.000,0.000,0.192,0.000,0.000
1965,0.000,0.000,0.241,0.000,0.000
1966,0.000,0.000,0.000,0.000,0.000
1967,0.000,0.000,0.000,0.000,0.000
1968,0.000,0.000,0.113,0.000,0.000
1969,0.000,0.000,0.132,0.000,0.000
1970,0.000,0.000,0.000,0.000,0.000
1971,0.000,0.000,0.062,0.000,0.000
1972,0.000,0.000,0.286,0.000,0.000
1973,0.000,0.000,0.224,0.000,0.055
1974,0.000,0.000,0.000,0.000,0.000
1975,0.000,0.000,0.171,0.000,0.000
1976,0.000,0.000,0.595,0.000,0.082
1977,0.000,0.000,0.109,0.000,0.000
1978,0.000,0.000,0.474,0.000,0.187
1979,0.000,0.000,0.171,0.000,0.000
1980,0.000,0.000,0.224,0.000,0.112
1981,0.000,0.000,0.395,0.000,0.070
1982,0.000,0.000,0.000,0.000,0.000
1983,0.000,0.000,0.286,0.000,0.070
1984,0.000,0.000,0.000,0.000,0.000
1985,0.000,0.000,0.132,0.000,0.000
1986,0.000,0.000,0.000,0.000,0.000
1987,0.000,0.000,0.241,0.000,0.000
1988,0.000,0.000,0.184,0.000,0.068
1989,0.000,0.000,0.095,0.000,0.000
1990,0.000,0.000,0.171,0.000,0.000
1991,0.000,0.000,0.132,0.000,0.000
1992,0.000,0.000,0.345,0.000,0.000
1993,0.000,0.000,0.000,0.000,0.000
1994,0.000,0.000,0.000,0.000,0.000
1995,0.000,0.000,0.113,0.000,0.000
1996,0.000,0.000,0.380,0.000,0.000
1997,0.000,0.000,0.533,0.000,0.000
1998,0.000,0.000,0.214,0.000,0.000
1999,0.000,0.000,0.027,0.000,0.000
2000,0.000,0.000,0.000,0.000,0.000
2001,0.000,0.000,0.365,0.000,0.184
2002,0.000,0.000,0.456,0.000,0.113
2003,0.000,0.000,0.122,0.000,0.000
2004,0.000,0.000,0.000,0.000,0.000
