year,ACCESS1-0_rcp45_r1i1p1-longest_run_prcp_blw,ACCESS1-0_rcp85_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp26_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp45_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp60_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp85_r1i1p1-longest_run_prcp_blw,BNU-ESM_rcp45_r1i1p1-longest_run_prcp_blw,BNU-ESM_rcp85_r1i1p1-longest_run_prcp_blw,CanESM2_rcp26_r1i1p1-longest_run_prcp_blw,CanESM2_rcp45_r1i1p1-longest_run_prcp_blw,CanESM2_rcp85_r1i1p1-longest_run_prcp_blw,CCSM4_rcp26_r1i1p1-longest_run_prcp_blw,CCSM4_rcp45_r1i1p1-longest_run_prcp_blw,CCSM4_rcp60_r1i1p1-longest_run_prcp_blw,CCSM4_rcp85_r1i1p1-longest_run_prcp_blw,CESM1-BGC_rcp45_r1i1p1-longest_run_prcp_blw,CESM1-BGC_rcp85_r1i1p1-longest_run_prcp_blw,CNRM-CM5_rcp45_r1i1p1-longest_run_prcp_blw,CNRM-CM5_rcp85_r1i1p1-longest_run_prcp_blw,CSIRO-Mk3-6-0_rcp26_r1i1p1-longest_run_prcp_blw,CSIRO-Mk3-6-0_rcp45_r1i1p1-longest_run_prcp_blw,CSIRO-Mk3-6-0_rcp85_r1i1p1-longest_run_prcp_blw,GFDL-CM3_rcp26_r1i1p1-longest_run_prcp_blw,GFDL-CM3_rcp60_r1i1p1-longest_run_prcp_blw,GFDL-CM3_rcp85_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp26_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp45_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp60_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp85_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp26_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp45_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp60_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp85_r1i1p1-longest_run_prcp_blw,inmcm4_rcp45_r1i1p1-longest_run_prcp_blw,inmcm4_rcp85_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp26_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp45_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp60_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp85_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp26_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp45_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp60_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp85_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp26_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp45_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp60_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp85_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp26_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp45_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp60_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp85_r1i1p1-longest_run_prcp_blw,MIROC5_rcp26_r1i1p1-longest_run_prcp_blw,MIROC5_rcp45_r1i1p1-longest_run_prcp_blw,MIROC5_rcp60_r1i1p1-longest_run_prcp_blw,MIROC5_rcp85_r1i1p1-longest_run_prcp_blw,MPI-ESM-LR_rcp26_r1i1p1-longest_run_prcp_blw,MPI-ESM-LR_rcp45_r1i1p1-longest_run_prcp_blw,MPI-ESM-LR_rcp85_r1i1p1-longest_run_prcp_blw,MPI-ESM-MR_rcp26_r1i1p1-longest_run_prcp_blw,MPI-ESM-MR_rcp45_r1i1p1-longest_run_prcp_blw,MPI-ESM-MR_rcp85_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp26_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp45_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp60_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp85_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp26_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp45_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp60_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp85_r1i1p1-longest_run_prcp_blw
2026,361.201,365.0,365.0,361.1825,362.80612,362.69843,365.0,365.0,361.03583,365.0,358.5623,365.0,359.82455,365.0,365.0,363.95712,355.97128,320.85855,327.07578,361.9718,347.01645,325.63678,365.0,363.47662,350.3437,347.07657,356.77908,359.32904,365.0,365.0,365.0,363.26187,365.0,363.6095,361.8661,364.05783,360.6795,365.0,359.51526,365.0,365.0,365.0,365.0,365.0,267.30542,357.45706,365.0,314.89963,365.0,358.0769,363.32507,365.0,340.15146,365.0,365.0,348.5574,365.0,343.48462,364.75723,364.46277,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0
2027,347.71512,354.6576,365.0,365.0,365.0,362.35538,362.42932,347.07275,284.31415,363.78305,357.95822,365.0,363.8465,365.0,365.0,365.0,358.0769,363.7201,364.41568,364.30475,365.0,359.38162,365.0,365.0,357.338,365.0,365.0,363.9097,365.0,352.8663,365.0,358.22195,361.5864,352.83548,364.84198,360.69406,365.0,361.03506,365.0,365.0,365.0,361.63007,363.48306,365.0,358.0808,351.5904,365.0,365.0,323.26126,363.7833,365.0,365.0,361.77655,365.0,361.1156,365.0,365.0,353.67172,365.0,363.24606,365.0,360.3389,361.28104,365.0,363.39047,355.30615,362.42798,359.9285,353.4113
2028,362.31113,364.6095,324.90768,347.313,366.0,364.7991,343.60596,356.55786,363.74435,359.38144,366.0,366.0,362.4991,362.4763,278.46085,366.0,366.0,366.0,320.04022,364.93448,366.0,340.74393,364.5305,327.52695,347.11795,366.0,366.0,366.0,366.0,358.89328,366.0,355.48712,345.42493,366.0,362.201,359.06342,366.0,364.73367,366.0,361.37512,362.15286,366.0,365.17413,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,364.13544,366.0,362.26608,363.68756,359.88257,366.0,366.0,366.0,366.0,334.56485,351.2155,366.0,337.66693,366.0,362.8617,359.17194,311.2365,358.85333
2029,344.4524,365.0,361.71964,361.39206,312.9275,362.60535,278.28336,365.0,361.67096,365.0,362.86682,363.8623,365.0,351.5407,364.13092,343.56662,365.0,365.0,363.08902,365.0,365.0,294.91287,363.6727,365.0,360.2633,356.9538,336.72186,365.0,288.39053,355.24115,365.0,365.0,365.0,365.0,363.62357,365.0,365.0,365.0,365.0,360.35852,359.43607,342.78137,363.23816,357.07858,315.7006,364.62076,352.7427,363.08072,365.0,359.1088,365.0,365.0,362.095,362.05576,343.88715,365.0,355.70422,360.4302,362.3347,365.0,330.2621,362.7246,365.0,365.0,365.0,363.7517,353.28656,361.48532,365.0
2030,348.5737,364.15027,355.67752,346.51968,362.7246,363.9255,365.0,365.0,364.54175,358.58606,362.79767,364.08353,363.9255,365.0,365.0,363.7991,324.30838,364.41116,365.0,335.58548,365.0,361.27063,352.7304,365.0,353.04544,365.0,365.0,364.0971,356.64612,365.0,361.91675,365.0,320.9757,365.0,351.94452,365.0,365.0,337.34424,360.70547,365.0,365.0,362.4123,345.699,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,364.76297,364.71558,361.4605,364.2177,365.0,364.49768,310.05328,364.33264,362.59326,277.06793,358.48816,365.0,362.1264,365.0,365.0,364.61044,359.81454,364.09915
2031,361.53217,360.1309,365.0,365.0,270.26187,364.14673,364.33633,296.99234,365.0,365.0,327.1746,365.0,365.0,364.9526,365.0,303.89703,359.90344,365.0,365.0,365.0,296.2099,365.0,365.0,365.0,365.0,365.0,365.0,346.70593,365.0,302.33884,365.0,363.05646,365.0,358.76685,365.0,316.4416,365.0,365.0,359.04385,357.22427,365.0,361.53793,365.0,349.17197,365.0,365.0,330.8507,349.2918,364.09933,362.85275,351.5676,365.0,355.27942,364.03613,365.0,358.35107,365.0,365.0,361.53134,361.98325,238.974,365.0,365.0,365.0,365.0,365.0,364.06403,354.35825,365.0
2032,364.37247,360.78583,359.06473,364.92352,352.247,364.50824,365.63657,304.92746,250.8092,364.24606,321.23337,366.0,366.0,366.0,363.7426,366.0,361.32007,366.0,363.31378,359.5102,313.18726,366.0,365.33633,366.0,364.65665,351.68076,285.55496,307.9471,366.0,366.0,366.0,366.0,366.0,324.8007,364.84378,330.83517,329.78177,362.20175,352.60422,366.0,358.87384,364.26187,364.48306,351.93594,366.0,352.41882,362.82022,299.05453,335.02985,362.53134,294.47766,366.0,361.6816,366.0,351.39578,362.87943,363.6325,366.0,366.0,365.46277,366.0,362.95972,366.0,335.29773,366.0,359.17282,311.7434,350.49396,355.4757
2033,365.0,363.24606,365.0,364.02887,359.55643,349.24283,365.0,339.94467,363.6569,365.0,365.0,362.68756,359.43915,357.34695,361.3903,357.18176,365.0,365.0,365.0,363.9097,365.0,353.7067,365.0,321.6521,365.0,349.42352,365.0,365.0,287.22827,362.37427,348.39514,365.0,365.0,362.93002,365.0,349.2348,352.91284,365.0,277.52313,363.23026,336.7829,365.0,365.0,365.0,300.3651,365.0,363.56207,354.45245,365.0,363.62357,295.94232,365.0,365.0,362.85275,340.58954,365.0,341.12363,335.21478,365.0,357.45706,365.0,360.8156,364.17413,310.25497,358.84055,365.0,362.42438,320.8347,295.44455
2034,331.8985,359.98972,313.12015,316.9254,363.38303,346.60312,355.58508,365.0,355.30496,363.6095,365.0,365.0,365.0,359.1736,318.2976,365.0,365.0,355.34274,363.9413,349.68607,365.0,351.58377,365.0,365.0,365.0,365.0,259.73068,362.535,349.41364,365.0,365.0,353.93094,341.798,363.8781,365.0,362.38586,312.04337,364.19073,365.0,358.13516,300.23303,365.0,365.0,361.27063,356.00766,363.57788,365.0,361.07986,365.0,362.38422,365.0,352.91434,284.74356,347.70105,269.65576,352.31226,283.9135,363.35123,363.45148,365.0,364.58188,365.0,365.0,331.61392,358.42007,365.0,365.0,306.11218,317.07773
2035,365.0,362.08194,365.0,286.066,328.71664,365.0,348.78424,365.0,365.0,365.0,291.92654,365.0,358.99374,362.8413,365.0,353.61465,365.0,365.0,291.01096,364.41534,364.77975,365.0,312.1961,352.33774,363.8465,365.0,322.84485,365.0,353.8618,358.25494,365.0,365.0,365.0,365.0,362.7231,360.9173,365.0,364.091,365.0,365.0,363.40408,365.0,365.0,365.0,343.9459,325.83917,362.49326,365.0,339.55804,347.41498,365.0,265.0,342.33096,361.8032,318.46152,365.0,365.0,365.0,344.0341,365.0,365.0,316.76483,365.0,362.60535,363.23553,314.4893,363.7359,340.08118,365.0
2036,363.39328,366.0,345.14334,365.65237,361.32135,365.843,280.53015,364.23026,366.0,366.0,366.0,366.0,366.0,359.3583,366.0,354.53098,365.0971,308.19937,331.7156,360.54333,312.40448,360.11038,360.16553,366.0,361.09985,355.7289,366.0,365.5045,366.0,365.66818,366.0,347.70297,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,365.1233,364.75912,366.0,366.0,366.0,366.0,364.64108,361.60327,278.65494,336.05338,364.7989,360.19153,356.64017,366.0,366.0,363.17905,279.47067,366.0,366.0,362.45602,366.0,360.22577,364.30927,361.59537
2037,289.49335,351.96255,365.0,364.25412,365.0,346.13995,359.75345,365.0,363.83072,295.29935,359.94473,337.7633,365.0,354.70267,365.0,363.35666,365.0,363.6727,360.48526,356.892,365.0,293.8388,312.176,365.0,284.0352,365.0,334.73328,357.3327,361.79153,357.19833,350.11716,365.0,365.0,361.88715,353.0497,365.0,354.75018,365.0,365.0,365.0,365.0,365.0,365.0,363.90305,357.3379,363.19864,365.0,365.0,358.62524,365.0,365.0,364.7472,339.04257,358.01254,363.9413,362.46735,362.91455,359.57864,362.30292,361.77655,363.15125,365.0,307.40833,363.05927,365.0,365.0,353.15176,359.44507,365.0
2038,365.0,365.0,356.21454,353.78632,365.0,363.56207,358.14337,359.64905,363.4673,361.23013,365.0,365.0,363.18307,365.0,364.00302,365.0,363.7201,365.0,356.41095,360.75308,301.06128,365.0,365.0,365.0,360.09985,365.0,365.0,313.4643,363.89883,365.0,363.50238,365.0,333.20633,365.0,365.0,363.88052,364.57336,340.15625,365.0,361.65488,360.0448,365.0,363.5937,359.90244,360.6966,354.32938,332.30237,365.0,365.0,363.66528,364.83255,365.0,365.0,362.63736,365.0,365.0,365.0,308.57263,365.0,365.0,311.0381,360.8156,365.0,365.0,363.24606,362.76236,365.0,297.86603,365.0
2039,295.31848,365.0,364.24155,365.0,289.7746,365.0,346.05988,303.53482,364.0186,267.25693,365.0,351.4233,365.0,359.1088,365.0,365.0,365.0,365.0,365.0,358.6938,364.8037,342.06085,365.0,314.18845,365.0,352.34097,360.56467,365.0,364.00897,365.0,327.11145,365.0,343.98856,359.51526,365.0,365.0,321.03534,365.0,363.13544,325.47263,352.65503,365.0,365.0,362.04105,359.79666,327.94485,264.0,364.7472,353.9366,365.0,365.0,365.0,365.0,359.1088,363.51468,363.62424,365.0,364.13092,364.00452,363.98843,365.0,365.0,365.0,362.23624,284.72174,337.30496,345.5429,365.0,363.6569
2040,365.24887,366.0,300.7399,366.0,365.68396,366.0,363.5508,366.0,366.0,363.48758,366.0,362.31543,352.38257,333.54398,364.40408,364.86703,366.0,366.0,366.0,366.0,318.73178,338.54037,365.29935,366.0,366.0,342.49393,366.0,337.15115,284.5192,347.24423,366.0,354.9898,351.4525,363.79767,366.0,364.11966,364.62527,338.65207,366.0,366.0,362.15845,366.0,365.68594,364.26187,366.0,361.48526,366.0,366.0,366.0,366.0,313.72818,364.7991,358.7752,364.46005,366.0,361.59006,364.78305,359.14545,366.0,359.44812,313.1734,366.0,329.67062,359.94894,366.0,359.97842,351.37598,364.29346,363.53152
2041,362.9078,365.0,360.2502,365.0,364.82617,359.98972,357.1918,365.0,365.0,365.0,363.07224,365.0,352.36435,362.58978,365.0,365.0,365.0,361.39664,264.7062,354.18323,357.4923,355.9253,329.75613,357.22202,359.28464,365.0,365.0,363.02484,365.0,352.3761,365.0,365.0,311.782,365.0,365.0,365.0,361.06873,365.0,364.28516,365.0,361.61353,365.0,365.0,334.71857,363.21445,357.75775,360.7277,303.28137,365.0,361.84134,364.00897,338.3698,357.9968,365.0,365.0,365.0,365.0,343.76495,363.63885,354.6575,335.11295,365.0,335.4736,365.0,358.83353,362.535,271.8006,365.0,344.89948
2042,365.0,358.68524,357.40576,354.34903,365.0,339.58267,365.0,365.0,365.0,349.71222,360.70547,362.13428,365.0,364.95825,365.0,341.85672,365.0,347.46335,330.049,360.0448,358.06512,365.0,358.0627,343.8684,365.0,327.7445,363.58945,358.94757,351.19452,364.71558,363.1729,272.91324,359.86014,365.0,353.38715,324.92355,361.3002,365.0,349.2724,365.0,365.0,338.34363,315.93088,364.83484,365.0,364.68594,365.0,363.6727,365.0,365.0,324.2805,365.0,365.0,364.01538,359.8652,285.0,357.0036,361.99774,363.43567,294.0,365.0,364.7472,365.0,365.0,362.93002,358.55783,324.78372,353.82816,352.7523
2043,267.30542,335.49,360.4302,364.3393,266.4285,358.9987,331.1424,359.05374,339.60706,345.72635,350.41742,365.0,365.0,357.1259,365.0,363.4637,365.0,361.34097,365.0,319.3724,365.0,365.0,365.0,365.0,365.0,349.09393,362.97906,334.71454,363.11636,365.0,346.1239,365.0,277.3661,365.0,365.0,365.0,365.0,365.0,358.2507,365.0,365.0,365.0,363.8623,349.25888,365.0,357.1018,365.0,365.0,363.10385,358.10886,296.3766,365.0,365.0,364.8578,350.7915,363.49005,360.09985,349.69302,365.0,340.09854,364.14178,361.98175,365.0,359.77887,328.11026,365.0,365.0,362.81943,365.0
2044,366.0,366.0,348.41684,265.10938,366.0,363.96164,363.6325,347.784,366.0,311.09302,366.0,366.0,358.92938,366.0,365.9368,366.0,364.12802,364.40195,366.0,366.0,366.0,364.9075,366.0,364.7991,366.0,365.8578,366.0,366.0,366.0,364.6095,353.92227,279.8398,345.81955,362.98526,366.0,365.11908,364.81866,356.59952,359.8182,366.0,366.0,366.0,364.41986,365.63583,364.45148,365.47855,346.49902,366.0,366.0,358.73236,366.0,366.0,365.13092,366.0,366.0,363.05576,357.20984,359.89645,366.0,360.7695,362.0915,363.48758,363.47827,366.0,364.23816,361.4302,291.5274,366.0,349.74973
2045,365.0,363.21445,348.04648,353.5305,363.21115,363.9887,363.94797,365.0,365.0,365.0,365.0,364.24155,363.97293,365.0,363.18286,365.0,362.46735,365.0,277.41672,365.0,353.29962,365.0,343.27457,365.0,362.1487,362.28226,363.32507,362.68387,365.0,363.3579,328.3184,361.5454,358.7071,365.0,361.27063,360.88727,353.6523,365.0,355.64017,365.0,365.0,363.35123,365.0,363.03717,312.4495,364.90518,350.23444,351.5192,365.0,365.0,359.82455,361.8661,364.86285,364.16254,365.0,365.0,339.03506,365.0,365.0,364.3142,357.9448,365.0,363.15125,363.81308,303.67303,359.2475,365.0,365.0,363.26187
2046,365.0,241.40105,365.0,365.0,360.32196,358.75586,364.30475,365.0,365.0,365.0,365.0,363.81934,363.6727,365.0,365.0,363.9097,363.4503,348.226,290.0,365.0,365.0,296.56665,362.44888,360.54376,365.0,363.31238,346.26996,332.43738,365.0,365.0,355.11533,365.0,364.8736,360.74536,365.0,365.0,344.8111,326.16922,364.54175,365.0,365.0,365.0,365.0,340.94315,359.03207,291.04526,359.8796,365.0,365.0,365.0,342.48264,358.4298,365.0,365.0,319.21655,330.7586,365.0,293.41385,327.63242,363.34085,365.0,365.0,362.79767,365.0,355.35574,357.08356,365.0,293.51157,363.52637
2047,365.0,365.0,363.43567,356.1536,238.26239,364.98334,341.83453,364.2124,335.90353,351.02786,350.60217,306.45245,362.67804,365.0,365.0,365.0,362.25204,359.50153,362.25204,365.0,354.0681,344.25507,354.99832,363.43567,363.38828,363.11966,364.56818,352.94617,338.74802,365.0,365.0,363.00607,363.73367,365.0,365.0,362.4086,365.0,343.44455,365.0,365.0,365.0,365.0,353.9029,359.47894,365.0,312.3948,362.8977,355.72784,365.0,365.0,365.0,359.185,362.77203,365.0,365.0,323.55905,296.72943,363.34738,357.3435,363.1612,342.73438,318.85718,360.5403,360.8024,357.57452,302.17242,365.0,321.77487,347.887
2048,362.62393,344.88113,366.0,355.12628,366.0,363.2266,364.48114,337.46964,359.3078,366.0,366.0,365.54175,366.0,338.32928,363.09702,366.0,365.17725,366.0,322.78604,363.08194,286.73834,357.98593,354.53894,366.0,355.97278,366.0,303.19778,363.94583,357.39822,366.0,366.0,366.0,362.9718,361.4302,360.6043,364.4134,366.0,366.0,364.43567,360.07224,365.22574,360.3107,366.0,366.0,307.4385,366.0,362.9138,366.0,365.13678,366.0,366.0,359.8362,366.0,364.7201,352.78427,356.16437,361.82986,303.41583,364.30927,366.0,366.0,366.0,325.90997,366.0,366.0,364.83072,346.1497,349.57584,363.92047
2049,364.13678,301.62845,356.90744,350.4485,365.0,363.51468,365.0,365.0,365.0,349.38098,333.85498,354.38788,360.08484,355.7283,358.45947,364.17834,348.29688,358.01556,317.55215,356.27295,347.94327,319.42468,365.0,365.0,363.34085,365.0,365.0,335.22,356.93893,365.0,364.29626,360.4302,290.9954,365.0,365.0,361.2024,339.97223,356.36533,365.0,357.33957,362.12418,363.7991,365.0,363.24066,362.81332,365.0,364.66248,365.0,325.14383,365.0,363.90082,365.0,365.0,365.0,365.0,362.72174,291.06094,350.1359,354.88638,360.87067,365.0,363.9097,363.2227,365.0,278.05182,364.29337,365.0,329.6234,365.0
2050,359.76672,339.20486,270.8279,360.8451,341.98697,365.0,343.28378,364.30475,352.70984,365.0,357.84247,365.0,365.0,360.92572,365.0,241.6239,361.65683,363.88156,354.91486,362.5224,357.562,365.0,365.0,358.59763,343.33212,320.17584,342.17142,361.33087,365.0,364.14673,356.41095,365.0,365.0,365.0,365.0,365.0,357.16797,353.0301,361.32504,361.41876,363.7833,360.70547,365.0,365.0,365.0,318.12692,361.1136,356.65787,341.09232,359.54926,365.0,361.36618,364.19073,365.0,343.8131,365.0,365.0,344.94962,365.0,362.19205,341.99478,365.0,365.0,364.40994,365.0,365.0,365.0,363.51343,358.094
2051,364.14673,365.0,325.85162,365.0,365.0,342.54617,363.09055,361.03583,363.3817,365.0,364.88272,365.0,365.0,365.0,365.0,362.68387,363.894,331.35565,359.3863,273.23434,356.09167,361.58817,360.58688,365.0,362.21848,361.24768,365.0,358.0645,364.94495,282.91364,363.26187,365.0,358.33798,365.0,365.0,365.0,365.0,344.3137,365.0,362.97745,314.9397,365.0,270.1257,361.99847,365.0,301.41946,364.60498,365.0,332.05136,365.0,357.56534,364.47522,365.0,365.0,363.93448,364.57336,357.30176,365.0,350.4238,324.856,322.99316,326.64832,363.42975,360.48526,365.0,355.19968,347.41925,365.0,345.57562
2052,364.43567,282.8214,342.91412,366.0,363.3572,345.41388,356.1624,296.06158,366.0,365.36795,359.95392,363.48114,363.62488,366.0,363.08194,366.0,364.40332,366.0,366.0,358.91205,362.57248,365.8894,313.5847,355.1266,365.22574,363.57913,292.23825,341.40646,364.73367,317.57303,350.5868,366.0,359.44724,366.0,366.0,360.89853,366.0,364.4961,363.96286,366.0,364.6885,354.1766,366.0,365.49435,340.10007,362.40988,366.0,366.0,366.0,366.0,358.87125,366.0,366.0,366.0,365.49435,361.5403,366.0,359.2471,366.0,322.01672,366.0,366.0,364.21445,359.89944,366.0,364.1747,366.0,307.06943,364.6885
2053,365.0,321.58276,353.24185,365.0,352.41632,338.67838,365.0,357.7534,305.77057,354.48672,363.07224,357.3059,364.03613,365.0,348.8634,335.78098,365.0,365.0,319.40063,365.0,322.81522,359.19153,365.0,341.21313,320.49222,363.42975,364.76447,359.08365,364.08163,361.53134,361.2728,364.66818,365.0,304.74664,365.0,365.0,357.58325,365.0,359.02213,363.86703,365.0,365.0,314.76453,365.0,363.8623,364.33633,365.0,365.0,363.11966,365.0,364.1098,358.07877,274.01303,363.8465,363.48306,358.61032,319.7024,365.0,362.97745,315.76718,341.85886,365.0,354.41232,329.487,365.0,365.0,363.4759,365.0,358.02917
2054,341.76392,365.0,365.0,363.04065,363.7675,360.52304,365.0,365.0,363.9444,365.0,365.0,365.0,342.83014,365.0,363.171,365.0,365.0,338.37857,318.03024,329.02942,356.89392,347.60037,365.0,365.0,365.0,357.0166,364.24155,365.0,329.9538,365.0,365.0,365.0,345.39,354.0614,360.48526,365.0,365.0,358.50983,364.25412,365.0,349.12518,365.0,361.07434,352.6341,365.0,363.17984,362.94263,336.78873,365.0,360.20996,365.0,349.71594,361.50616,364.41116,365.0,365.0,315.1828,317.99673,353.2663,339.7697,326.61954,365.0,365.0,365.0,362.52933,364.8894,352.30124,365.0,353.822
2055,364.11908,356.09515,365.0,363.83072,361.774,338.78528,355.02905,358.88858,356.89948,365.0,365.0,365.0,365.0,365.0,360.09985,364.19412,363.04007,365.0,299.84338,365.0,287.75217,352.9777,347.30386,361.25607,359.9823,362.69275,335.8373,363.38828,365.0,362.33337,352.2801,365.0,363.51343,365.0,364.03613,337.29736,327.7399,365.0,365.0,365.0,365.0,355.04922,363.16705,262.18222,360.52475,363.7675,365.0,356.61557,365.0,356.7154,363.9097,360.13095,365.0,364.49435,295.5515,365.0,365.0,359.08136,301.58813,360.93985,358.9745,365.0,363.6569,362.74075,359.03745,365.0,365.0,359.16385,365.0
2056,360.74335,271.55713,364.2932,357.09705,329.84338,366.0,366.0,353.16434,366.0,363.47308,366.0,366.0,351.8525,349.39844,335.10593,364.4416,366.0,358.75775,366.0,343.44098,357.4737,353.97513,357.273,360.92514,366.0,361.87067,362.3484,365.88272,320.99466,363.6456,366.0,363.80362,366.0,366.0,366.0,366.0,365.25818,366.0,355.97452,365.41534,366.0,366.0,308.32178,361.66583,366.0,366.0,343.62756,366.0,362.64148,362.3653,363.43646,365.14673,346.9994,366.0,353.13092,359.05112,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,337.14474,366.0,366.0,366.0,346.99866
2057,365.0,365.0,365.0,365.0,357.42926,337.37616,296.34186,346.74762,365.0,365.0,326.66162,365.0,363.0354,364.8037,365.0,354.077,303.63507,365.0,352.30124,300.10364,284.6831,365.0,337.11664,359.99814,310.91946,363.75912,361.61572,365.0,359.71545,365.0,362.62585,363.01218,363.27765,260.7675,365.0,365.0,358.44812,365.0,364.00452,365.0,357.70508,365.0,365.0,365.0,363.60016,254.97044,365.0,364.5593,364.55954,363.58676,365.0,350.5667,363.8465,362.29984,365.0,365.0,334.4497,361.7516,333.32187,365.0,365.0,350.23007,365.0,357.8855,356.99222,365.0,361.7867,365.0,365.0
2058,363.55942,358.52264,342.9816,365.0,365.0,365.0,343.74982,357.73837,360.18488,365.0,351.6996,365.0,365.0,363.8781,360.1518,365.0,363.45837,365.0,352.50995,361.90018,362.8326,365.0,334.47842,329.3459,363.07,364.55756,364.30475,341.81046,365.0,365.0,365.0,365.0,365.0,364.47855,361.90884,365.0,365.0,359.89664,364.57285,365.0,365.0,356.1997,365.0,363.0211,365.0,281.46707,357.59933,365.0,365.0,364.81207,365.0,365.0,364.94495,365.0,363.32507,365.0,359.2259,365.0,363.4673,359.73862,365.0,363.34085,351.929,365.0,315.67178,365.0,365.0,365.0,365.0
2059,258.25735,361.60715,364.63657,365.0,365.0,306.5558,365.0,349.41776,341.883,365.0,357.06824,364.13092,362.98688,295.46576,353.6112,362.12054,362.36862,355.35345,261.88312,361.18988,365.0,329.02252,363.90082,365.0,364.60498,365.0,365.0,365.0,359.85907,365.0,361.80887,365.0,364.0072,365.0,339.06766,365.0,364.46277,355.4308,365.0,365.0,365.0,365.0,362.77783,306.45956,365.0,345.32483,333.96667,353.18652,365.0,365.0,365.0,359.97958,357.80176,363.65826,365.0,365.0,365.0,361.01758,352.16888,336.80624,360.01114,361.57318,365.0,365.0,365.0,329.61115,363.19864,332.46362,332.80917
2060,280.57355,366.0,365.8578,359.8309,366.0,317.57098,357.58334,366.0,366.0,365.3784,263.05988,366.0,366.0,288.76584,353.91138,366.0,364.38828,364.7675,284.77145,318.34015,342.9846,366.0,360.93533,311.7657,366.0,366.0,366.0,366.0,363.6773,366.0,363.12418,293.17697,366.0,364.61078,366.0,366.0,362.70245,363.30273,358.45282,366.0,366.0,366.0,333.57053,364.37073,308.45892,366.0,348.02655,364.62357,361.59595,364.9255,362.53134,364.7494,365.28424,365.69977,312.26993,366.0,315.65744,366.0,366.0,366.0,333.065,364.30927,351.9126,361.36786,359.9031,364.34827,365.06403,363.2402,358.72525
2061,365.0,363.9075,343.4704,326.90906,365.0,290.617,365.0,364.92142,360.265,358.37238,349.942,364.33633,365.0,365.0,357.66562,356.76205,365.0,362.7878,365.0,365.0,365.0,364.44943,365.0,364.46277,314.17007,362.31003,302.34552,365.0,327.15408,356.7929,364.5045,310.9418,365.0,360.4057,364.3719,364.96075,365.0,365.0,364.00192,361.19644,343.15872,365.0,365.0,365.0,365.0,337.51764,339.43362,350.34442,364.1098,365.0,364.0186,362.81873,365.0,359.4489,355.0621,362.99323,355.81146,343.05856,329.161,363.19836,365.0,310.19064,365.0,359.1467,324.808,365.0,365.0,303.73688,334.38785
